group_version,article_content_group_id,classification_instance_group_id,article_id,manual_label_id,label,canonical_target_entity,target_entity_source,exact_text_sha256,normalized_title_hash,normalized_url_hash,duplicate_evidence,near_duplicate_group_id,true_conflict_status,sample_method,source,publication_timestamp,historical_exposure_status
sentiment-groups-v2,article_be6b5b7140b02bff,class_3718f9c46a8d9610,596,1202,neutral,BUMI,stock_code,f68bdea0c55e0484683ca69b8a7de29f8b6cf10a7e7db9b01ae2ef8d59d6986f,e88b9261fb1a3bf9847edd4e86eced08046bde5cc1b6f6a30637d7755b7c5b97,f0cce2a5c70c50296c5cfe12d434f9c2d1a8f2b4371a14ac6dde6a0fc60c0902,singleton,,none,representative_random,google_news_rss,2026-03-09 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_fcf1e4bf9cc9c108,class_739f92a12338614d,597,1364,neutral,BUMI,stock_code,13a0086cb82fd748ad9ffb1308eba92de1a4db7b919493a12ad3205539fc43cf,9d7ee00b923fa29d49a3fe69523ed118bd398949821a3d0a51225bbee18f5cad,b0307c67ea12acd55cfebd4de419204f84ac25b6fbb16d3d8e11be4ed5f684ca,singleton,,none,representative_random,google_news_rss,2026-03-13 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_bf7db3a1fea244ba,class_f5f482df8b1b2abb,598,1461,positive,DEWA,stock_code,34ed6f234a8c95d60b6d962cb47704a53270a02d3e57af06a453ba6a5fb5c341,1ca9b0cd879cfdd7da594d44bb12bde6c8dbb78c7048c3f71b881a8e3111c327,f37dd3d90991e07f603b5d8a9961e0d92278ee55bedad682464e7580eccff6ff,singleton,,none,representative_random,google_news_rss,2026-02-11 08:00:00,no_known_test_exposure
sentiment-groups-v2,article_182dc6b90f1c9cd9,class_091a070e2b2c4f5e,599,734,neutral,DEWA,stock_code,44f698b1c52fccc3b8d9dfced1784fdf9d01970581d3dceb09e2286eb75271e3,476ce92b1fe0683fbab34286d23172d6db86c0baa734d4108d6f20e5c23af527,e5cb7b0deeccb990f886061d4556ffcad237f718cffb30f175cd0739a523d466,singleton,,none,legacy_hard_case,google_news_rss,2026-03-25 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_284b7e6d788f363f,class_98f4c3fdbefc3831,600,253,neutral,DEWA,stock_code,86d591c6709067cb106b2e99dc9a1c5142e672a8e1308b1cc717f2cf90f7ff21,86740eb0ea1189896e3f4432b39978dadc95542982f27a27c765768045798117,6a8293a05c2ba894ad6be00c2b21e3d8f95d000c5cab645efd300cf0822cf0fe,singleton,,none,legacy_hard_case,google_news_rss,2026-02-05 08:00:00,no_known_test_exposure
sentiment-groups-v2,article_36c1cc2f9d7022bf,class_43fcefc83087d1c4,601,846,positive,DEWA,stock_code,7c74ce76e4b2eb108c78f061e5117424926582fead2bda2e5f6149a8902b7f32,0c85f49218701122dbfe892e5ff4d5f51e139e4f24888ff572044170504a85a6,cab8bfcd138b074ea1c3ffb6e4426fb305062e9cdf48b8116358899720c9d354,singleton,,none,legacy_hard_case,google_news_rss,2026-04-24 14:44:46,no_known_test_exposure
sentiment-groups-v2,article_aee4848a8580f311,class_bf7538a9f8a142cb,602,637,positive,DEWA,stock_code,b1d06823ed7c9eaa5178268494c2765fa3a407de126bc75f9e4726f8c2108c27,ed3d363c09705e64e381a3530f577a52826f0b9eac5ddd3b5ab3451c586441d9,62e3e59cfdeaaceddf52e79cbc5b8e7995ceae788a4fa073361cdee964fffa03,singleton,,none,legacy_hard_case,google_news_rss,2026-01-30 08:00:00,no_known_test_exposure
sentiment-groups-v2,article_97468f679ad305fa,class_6a998dfb21cfe42e,603,260,neutral,DEWA,stock_code,335724d2944e6f0938fb771d40515462ad2ac0452693846fef1080d83a069991,4a922c11a348e2613272e9c51f277895357bb0877374900bb42f8f128f31a3c5,7b05a10dbc9b3c3f02930bbd4b965831eb69c6cf9ddd36ebf5e7a66423e6ad2b,singleton,,none,legacy_hard_case,google_news_rss,2026-01-28 08:00:00,no_known_test_exposure
sentiment-groups-v2,article_3b86df3ff95ad2fd,class_b4382264ef0a3e06,604,75,positive,,missing,76b2ca78bed19f53cbfd19c8df55beadc9087936204b5cd264ac07ed90c97fe5,f1683d4be0114b42a0d4cf5aed4fd6e0905482d5ea80f6ffb9a510523ebf53f6,5319e5dc53bdcf5093a24470dfd7535d643d633c3c74cb65de7050177706b538,singleton,,none,legacy_hard_case,rss_local,2026-05-04 19:21:21,r5b_153
sentiment-groups-v2,article_90b5bc7f03c840b2,class_ddba6d11aeae1094,605,758,neutral,DEWA,stock_code,e09e42dc28eb39a20ac933d6dc0a44083ad77da5b10f49c811e643a01a72c3bd,e0708fbd16386c7e4600e51330f0ccd82531f362f3aa388f3158cb7206f762f2,3bd66b1c2a958d545b0ede1bc8eff9573dc6835a5092b1d6ffe6ed314ff61cfa,singleton,,none,legacy_hard_case,google_news_rss,2026-03-05 02:41:44,active_test_148
sentiment-groups-v2,article_f57b8252cea0e3ca,class_e294c7bf6ecc0f01,606,488,neutral,DEWA,stock_code,cdfb6f01bcb4f50543307591bbe189d26b5e42da71d00850f1902a85c23d89aa,adb6a3bbcf141ffa34373af1442d5a3563d123adfeece82c34d697742d2ecc2c,240bdaf276d32b04d4ce88a5acd41b48253accc6dce918682c91f4269f908666,singleton,,none,legacy_hard_case,google_news_rss,2026-01-29 08:00:00,no_known_test_exposure
sentiment-groups-v2,article_67eab6db6703cdf9,class_08df8c61e85e84b8,607,312,negative,DEWA,stock_code,8e3e62b4b1ca1161b558c80cf8a3d7e9a66cc744bd64d616dbfba29343e0efa7,72cdd4825763a3d00f06b0c98031edb8edc0e54bee2e1989204bc862de9fedd1,3313d4baa76f0d425ee2d4140dec37daccc1cd31b554d2ede6dd6b334fdc4657,singleton,,none,legacy_hard_case,google_news_rss,2026-04-30 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_1de4d95a81eb1780,class_c20566dcdb6fa31a,608,1301,neutral,DEWA,stock_code,7b085afdbca5bc06ffa4d191cb03b7fee3a075051dcd6e3062c20c22529e1013,9f7266125f5afc04ec40933e16722976098bcd7712d643c30587676af36a4f6c,f5da48a160d70a4067addb002ecb09ed09aedf9239d5e64d84877e3871312e0a,singleton,,none,representative_random,google_news_rss,2026-02-19 08:00:00,no_known_test_exposure
sentiment-groups-v2,article_1f594da9b409f7f4,class_ffee46daff48436e,609,902,neutral,,missing,60d70815b24e3231e699d84089e4ffb9420a95f630b37581162a6b8ac4174470,143b333b38000c06f59ce1ff909f37dc7feaf1fd6cb0bf252480c3af86b45a3a,5d8624306f9dc3533e2ccb35b9acfa2246b3b27501a09fe0e1f20e766e8cb94b,singleton,,none,legacy_hard_case,rss_local,2026-05-11 12:55:43,r5b_153
sentiment-groups-v2,article_01ce4b291ad3ecd2,class_b0a6c0d651dd2e60,610,1109,neutral,,missing,2fea8d3b7c10a7a33e334919dbb1d99fdaade54e121c803f8edf68c2b70a7c21,d8cb420252831098f91ac2797b954f0ffaed72e38b9408400fe5105c904e1e26,d8fa47e96bd632ba6782e187191fe829a8313c38eb630750cbb8a92dc66de67c,singleton,,none,representative_random,rss_local,2026-05-11 11:30:32,no_known_test_exposure
sentiment-groups-v2,article_97623535a9ed7962,class_aee8a3544cf3bff8,611,1167,neutral,,missing,1628e0dc90f465e2569534a36025175e58a785dc6a3e00f3c6260a5987c3bb04,c9a35ef05868e664f423a2bcd0d53ffcb69e20364113b4f806adf48b8782ca19,1ef7797c3b0fb87e51b27a35645c576856b435dc977c01633a20bec29a524a2d,singleton,,none,representative_random,rss_local,2026-05-11 11:15:25,no_known_test_exposure
sentiment-groups-v2,article_55f0124bb79f5c53,class_062d884fd6bb1484,612,1142,neutral,,missing,03735bae837f52a736ca0ddcd779598fe962b54a7dcaa288b17cfa334e21ccf9,c697f647bf183a149e844760e74ed972a808d6edc17f747014b1b9a51bdd95bb,281361e99329919a7ea0ac1c526da12a7e3adce4c860a9a89c4395d633340a6d,singleton,,none,representative_random,rss_local,2026-05-11 10:15:42,no_known_test_exposure
sentiment-groups-v2,article_7595dae9cde82218,class_e2cd856c42ff5a36,613,1126,neutral,,missing,0d67d366c1897744f70b97d991acac7c1f7c99791595104ca9d19eb0b25684a4,8cac4cac1db7bdc3a2bbe2810ef722899738b7bbf723fe5e63cb2547b271c393,866ba8f481ee00ffca68204c87f54ba9a3661028760d84edab6f0c0379cfe067,singleton,,none,representative_random,rss_local,2026-05-11 09:58:54,no_known_test_exposure
sentiment-groups-v2,article_fa7aec4efb728534,class_e44b10ddf43c25a8,614,1203,neutral,DEWA,stock_code,e9989eb14268b3d66ed687507e61deb43e0cfab0fef8b1639b7d93b02df81156,a901b2b4290c69334530441cfcf08cfbb0620915bf79d986636b051b77b1dfd2,2fa394c5639817235f02ca2c2026d430883812f0a089a027b2893ecc842ff466,singleton,,none,representative_random,google_news_rss,2026-02-14 08:00:00,no_known_test_exposure
sentiment-groups-v2,article_3de8392541ace282,class_70b0de87af327053,615,1073,neutral,,missing,9be69433d478f6feab0dc7ba215f85c7c432f2a92bd5cafd6e820980de6682b5,39a0073a4d92727717e8b2621491bef3a5567e49b89d565173de99457178f2b4,980bd90be0d3e67d0cc3030a189f7477a210e62c21e7ffcb94ad443927b44e01,singleton,,none,representative_random,rss_local,2026-05-08 20:15:56,no_known_test_exposure
sentiment-groups-v2,article_683d098205b11550,class_5677c4dc9dd96ea1,616,857,positive,BMRI,stock_code,95838b06b1fa501cf3515f77442cd545f4eb1a1145b807f2ce97177b98f7e800,b95f1ad086b1f3ac524ec982f060f362e79f0716a2c0b0b51af67ae505c58508,e34da4a0abbc2b589709edd386824b60ac2ee8c22e56baadcc979be137975103,singleton,,none,legacy_hard_case,rss_local,2026-05-11 20:25:35,no_known_test_exposure
sentiment-groups-v2,article_85ea151b8c5b5ab0,class_0443d8b98b273440,617,354,neutral,BMRI,stock_code,14a36a89b322b66917c2598b8771a3e8a746f897251bab5aaf82a0e9407448b0,21baf478b36be9cd16d8368464639a33d7566878f6eeb91adc8139312a9d134a,6498582492df236c961b3bd91677738731f2255af553c14ff5b5541b4c030541,singleton,,none,legacy_hard_case,rss_local,2026-05-11 20:50:50,active_test_148
sentiment-groups-v2,article_ee377871c73631fd,class_42015b9be36cc363,618,533,neutral,BMRI,stock_code,a413c9a99f99496119db3a90ce27b2d4df8d3bd90c227bc1139ad70c82637f09,de6800d2aa3b28cd8576264a4167e1c2bd33c0634acf02ff87f35b905ded5593,3cabc2f683f87fb769ff742bd663f3a74a95209a38876bb873b67c97b846a46b,singleton,,none,legacy_hard_case,google_news_rss,2026-04-22 23:58:49,no_known_test_exposure
sentiment-groups-v2,article_86a3f9b13a5b652f,class_580e0f14b733a2ef,619,969,positive,BMRI,stock_code,7a6ae0e6313e760beae2c39514e77ccc1889bc8c4c1969aff06bc5b3828aa16f,b5ae8e79e611fce554e65e0e2687c3e83eda9ab7bf307608d3a6ef6f15ed2989,92a679d9fe6fb1098207ef9fde69abb6e194de038f3f517b83262f6ec89e4aac,singleton,,none,legacy_hard_case,google_news_rss,2026-04-30 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_524148f24802f8c6,class_f56fc8c6104f0190,620,323,neutral,BMRI,stock_code,6ba3c23a2c18a4f7f941a32b28c87321bfd248bf82c9050333bccefc5dbf131f,8c9ca3e0eddca7c527a3871b0a67acb07723282bf2683bb4f3be6d73fb88a352,014292e0c20682ef99072349817bd30d9a2eb3968d475713e7db933d6284e145,singleton,,none,legacy_hard_case,google_news_rss,2026-04-29 13:26:00,no_known_test_exposure
sentiment-groups-v2,article_90b0ce469fbd8e30,class_6d4db02d3024dbeb,621,230,positive,BMRI,stock_code,a544f10a519b7e2385bbfeea2bdd7bbdcbf40a5e9edf546a4d573fac93187038,6cef25e5f9e865132173f3e58f1448e3a978c32d3f258227e085e8cb8c592f74,4023702af93ee98a4544e1f4cf3afe2f6c65a9e127ff47de72a2f128628d5e3e,singleton,,none,legacy_hard_case,google_news_rss,2026-04-24 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_fc47b34e36f4032a,class_fef2b29d82ec58ff,622,874,positive,BMRI,stock_code,59b7b65d019e11ee51aeeef1340c48404e53700b5cbc339d0f19d35b195d1316,4519298369a433f1a8166082a8838447edfb3a3b6bad4817bcf1fe2c8edcbe93,d441e99e26f32045602004d56863289381c20277ac4e36093984d28a56b1e07f,singleton,,none,legacy_hard_case,google_news_rss,2026-05-07 22:47:15,no_known_test_exposure
sentiment-groups-v2,article_fc71f2d6d38dbfc7,class_4d57840b98049770,623,307,neutral,BMRI,stock_code,6c25d4b7eb6401a2995861c7ba396ee4772ccf3a7d9e951f4e84428847ce0c33,a8754f1f94329cbd3d52ff5b9d336d599f5d01dc1cf6ac8c1c22fbf5e0ba4c86,ea1c1f57d028c822bb37d0e9c90bccfc39e7e97cd68a82b3b92892d8231d0c20,singleton,,none,legacy_hard_case,google_news_rss,2026-05-04 22:08:35,no_known_test_exposure
sentiment-groups-v2,article_1b3c33580f2e2094,class_55b772fd3b075081,624,974,neutral,BMRI,stock_code,c6fd3434b47641776c7113e741d327aa69ac04aaf13797140433022156f29098,4ae5e3dfde9850c2c2b1bb553401397846ab9eaad8e4dfdeb9c13cae99da1c62,29c5de1df0596302f7e0ac901b701ca2036641d99130eff520b4744c9a42ba76,singleton,,none,legacy_hard_case,google_news_rss,2026-04-21 16:21:44,no_known_test_exposure
sentiment-groups-v2,article_ad723f42c7aba316,class_3d857f2c7fcf17f9,625,1824,neutral,BMRI,stock_code,85fd54f982669034d324a454efd70bf0be18cd36410b4b34ffa608bff51ccb56,eec52a3c0e27bd33371d5f41707ecf1245d9f1c55eb2dbd7ee474155c45377f3,77005647b8394392b9d2848676b36a0a1b1d22335f391603cbbe3161e3095148,singleton,,none,representative_random,google_news_rss,2026-05-09 14:00:00,no_known_test_exposure
sentiment-groups-v2,article_87acb1e183a2b0f7,class_e08fb4efe0fa0163,626,1828,neutral,BMRI,stock_code,06d5be9a2d9f9cef6f7383f141443190db17f017fb1e880e67b2560f1122a3cb,83f9da53a065d0c879f77251350c801fdbccf10261018c10e23852ea0ee4ce83,9eb43901504e396a18cc07973f7d619d9b4d629a5ea02706937e158560d9cbe9,singleton,,none,representative_random,rss_local,2026-05-11 18:12:38,no_known_test_exposure
sentiment-groups-v2,article_9a35532c7499c19d,class_fe344e0097d312d1,627,441,positive,BMRI,stock_code,2c0fe61ab59d872a9b01abb74579b0af4d7d809836a8c37ce2f912f873f2049e,66ccd92b0496e2417ab08736ee598b36cfe318ef281207366b1cb74dea8358e5,8685c4c89750c7f3d21e7021a03541ba47d79ed4517b5cff9083d8ea885be28b,singleton,,none,legacy_hard_case,google_news_rss,2026-05-10 11:14:00,no_known_test_exposure
sentiment-groups-v2,article_67c312330b0371a0,class_6e9b7eb2868a5d88,628,670,neutral,BMRI,stock_code,7132b79a4d035165f5c7179d9bf5e5c07bfad3613a7c5808d7f1b5c51bbb50ed,04dae53cec0b0ca88282bfb234f33cac45a81f1576b36d54b0e6c09c73df18af,76805912d6c571d9c07afa00a51ed039d4f591814fa219a79021bae5754b6dae,singleton,,none,legacy_hard_case,google_news_rss,2026-05-05 07:52:04,no_known_test_exposure
sentiment-groups-v2,article_1ad269a743bd01b5,class_3a69f235cc453a4a,629,296,neutral,ASII,stock_code,3b21752b3d61824c8785acb4a85b4e1ef1d625a123a60baed17d8c8b95ed3a2f,8ff5d3aca0398a3857da7a59915a9cf6c339b82287f8bfd41546ebe883eebfe2,41156aa74ee42e0176b29f1d71eef78a82fcabb7026749bd0461f50b79d95f51,singleton,,none,legacy_hard_case,google_news_rss,2026-04-30 07:00:00,multiple_previous_test_sets
sentiment-groups-v2,article_21900f41ecb7b8e6,class_a0bda07f9532f180,630,1261,negative,ASII,stock_code,352062e50deec67072ccf3dcd1c9239c96e83b164a58f80dff305ba6f679c38c,20dc7447f5c351105d2c2e938ba88816a237643aa87d6e5823bc3af67fcb5cdb,9962a2d772846d88209d4eeebce9e54d23570a621d01d0b8180b0730f3422d69,singleton,,none,legacy_hard_case,google_news_rss,2026-04-25 13:46:45,no_known_test_exposure
sentiment-groups-v2,article_7b81eb727ed48055,class_70b4a078c4038269,631,1157,neutral,,missing,9c60a60c47fb08ab0e7db0bf36c8a778962f28217b774afb4eb849f66277578e,c18d77ed67c4c87fd9b2f9f33ab89bd6b566bdbbf5af7717fb8d6bcd8c6ad8a9,23d547060011767369ed5670bc167e50571656509cd63bbe2679d493af2112d9,singleton,,none,representative_random,ojk_rss,2026-05-11 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_3bcc1340d90b3d55,class_b45dce605662b5ef,632,62,neutral,ASII,stock_code,b32d8a8dbe18918b74d6d8e5651f61e23ccdeb4addfa869c2daf7e38be44039b,06783100debd7a5ae9a8c7c143b24971f8c6dc0be025a5b167190021cf30ac52,c2a995c970f31520e5edec3cba19c3064d9b0dcdea43acc4c196766c06cd16ec,singleton,,none,legacy_hard_case,google_news_rss,2026-05-04 03:30:59,no_known_test_exposure
sentiment-groups-v2,article_b6b1b469ea43c90a,class_ddb56b6646b649d2,633,1870,neutral,ASII,stock_code,db108b4ec61311fba2e8516461959ccf9c4a641ffb64f4498097bfbe58a8b721,ddf73f08dccc341f921fcdbece46e2140d633f0af318adc7c7f6c80ca5bb355f,1efa2e670939b6055a02e7c7cc1aaa2ee6d7d36e3663f9af511131db842e3ae8,singleton,,none,representative_random,google_news_rss,2026-05-10 23:23:59,no_known_test_exposure
sentiment-groups-v2,article_eb11f2b05993f3ef,class_f1ea80b507bf3d80,634,1135,neutral,ASII,stock_code,f33710f8af97061545685206f887ec7f6a5cd6ca597d0b0ee8abe93fac7871e8,cd58e717f808bfcfdc982fb2deece21e70bdcdee5a8ab19200ad23fc20b05338,04c3470d768f4031c0f5f58df6d4e265dc667b6169d933b5528057f42262e1d7,url_or_text_or_substantial_title,near_eb11f2b05993f3ef,none,representative_random,google_news_rss,2026-05-07 22:06:18,no_known_test_exposure
sentiment-groups-v2,article_2618182c3894875e,class_6fa3e101a45cb70d,635,25,positive,ASII,stock_code,12bcb98def08bd4efa294c89b80b2f3ccd35a1c621ad0a92763329105551aef4,0bb36a7532fb87bd5490997b174f8f09604fc7731f79a9303dbe39b6a48bf897,cfa8326dff796765d7739970c6b3470039cc545706dd8d03dee840c251034878,singleton,,none,legacy_hard_case,google_news_rss,2026-05-11 12:21:43,no_known_test_exposure
sentiment-groups-v2,article_02c000a36dcd047f,class_cb2021ee1f554294,636,604,neutral,ASII,stock_code,3177777ac0931acf6763d2cccc45c44e6d38b1728ff9d9290eb60cb22feb83ac,444ee69e072dbdc63b684c141183e96b77760fdbfd4fda4bdf357e774fdbe1d5,e98beaec9131d4d6bcd7a0afa0f3e5938956047ce85f4f3689c1833857444f3b,singleton,,none,legacy_hard_case,google_news_rss,2026-05-12 03:53:06,no_known_test_exposure
sentiment-groups-v2,article_bda584056eb9957d,class_9e99039a210b986a,637,773,neutral,,missing,ca992c0dfe04a5792605ddf1ac003555735615077fe7d7df381f29c9d1bb7933,5989b149870db191a787323b344ebfe93416ee696c8da138651b1f60b4b85eb8,9271f49ea59a65f05d1617f2edacea19b8bc7222ebccc12a43bbeb0124a461ed,singleton,,none,legacy_hard_case,gnews,2026-05-11 13:03:07,no_known_test_exposure
sentiment-groups-v2,article_f4dd301311d96b70,class_492feabd0571b9c7,638,1038,neutral,,missing,7151f0ff8a83d0e69e9d47e35d0b97ea565c0fe83b264272161d65e01579af82,68298cce2e204402022b1bc5447ed7c84a3eafec1fe4ac364b925acee16b5dfd,1320c4254f7ce2002879a03937832a315593c578162faa977363c652db1a32d2,singleton,,none,representative_random,ojk_rss,2026-05-13 00:00:00,no_known_test_exposure
sentiment-groups-v2,article_2cfd4b162e427e8e,class_3657fb4a4c969029,639,442,positive,BBCA,stock_code,1e006fa87b0f5735220cdc1374ef5da57837173323d8aab0b10d3d22bc0fe2ec,41c2f08d36d2f50069977723e0c0ed40b08fa49fd9e1083a70e34da530a966ba,6eb057d18d69b03673f5beef348ec81777a681d56dd0d319e4890c67d251cc54,singleton,,none,legacy_hard_case,google_news_rss,2026-05-08 13:42:36,no_known_test_exposure
sentiment-groups-v2,article_3f1bb7c0da3c01e6,class_c2d6ec05c579ec24,640,1705,neutral,BBCA,stock_code,31a0d1eb9150b92e5c3323ac42c856d631b70250e973ddb454c5fede133b2256,e9da2b607b552c1b99c4ca32ae20ffa35910187f831a1f2fabda40b31918cf3b,acaf7fd6c92f0ecaf546ce32bf7c8beeba93d1b9599e19a91974014e436fe9d5,singleton,,none,representative_random,google_news_rss,2026-05-06 09:56:05,no_known_test_exposure
sentiment-groups-v2,article_455ae2dfc77dd775,class_721c1ebe60a2ecfa,641,702,neutral,BBCA,stock_code,e27fa3d0cf73ad09da21e4114850e3947c6b2d3209a27864154c66973e934b25,960450e6c9e691eb230168d0268619a9f946ad35d5ed114f1d675184a40058cb,8c6a75ff06e9e3584fdf00df6eb262a5aad991560b1714504ef7037e99c15608,singleton,,none,legacy_hard_case,google_news_rss,2026-04-18 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_68fcd1eb684859a3,class_7b68cd20a6c5b16a,642,1227,neutral,BBCA,stock_code,0c7ef957a61cec3ede05cb0907514c5eea257a051e1c7156eba532740ef9079b,25f36fc08a880e07e339b484599b14cde765fa305dd17330e8e8f63b7c07b353,8756baa5759acbd4e73bfe15b7f98eb4abb910a7ea3b6992c564e6070b21ef91,singleton,,none,representative_random,google_news_rss,2026-05-03 17:48:25,no_known_test_exposure
sentiment-groups-v2,article_62e66f3e99369069,class_d25e73f60cc04630,643,1233,neutral,BBCA,stock_code,6ff1afbdfbf8d9ae95e66f2726d340eb5564c5fca977172512bdade785060f6e,1096bd0e15af9ce209eefae4b5d30ab819ca1744d95acbb96786296f8bb9439c,88dc8589e4e12cfecd91e6fa8dd9edd15b2ef3808fc76fffcf59f14d9e5df3ba,singleton,,none,representative_random,google_news_rss,2026-05-09 15:02:04,no_known_test_exposure
sentiment-groups-v2,article_87e50b28705900bb,class_a7e12fd6368ad393,644,155,positive,BBCA,stock_code,78a22d6a6a219111590922eefea8b92018f007a30bbee1ef5ffa0e682dc5c35f,ab88694aa3d29874b0a679728152c76eec43a00fe244fef6ac5a074d29317534,418c1a257f8be52dc59bbc73664a4cca309350b97858faa289098e4e4ef9c855,singleton,,none,legacy_hard_case,google_news_rss,2026-04-23 09:41:22,no_known_test_exposure
sentiment-groups-v2,article_3c2308b1bc64683e,class_68252ddecc0767cd,645,1241,positive,BBCA,stock_code,27d131b636d1f606a2925e2897c3ec54a2fcbc614593b1954ccfb5408717b7ba,784ec4f54aa39bb3df5a682c023dc5dd0eda068b849bca9cd01d3462bacd7d29,b0f33f0aea356983c523481fa0dc307fd5d328ff02774afa8af3e98f16943b7e,singleton,,none,legacy_hard_case,google_news_rss,2026-05-05 08:42:02,no_known_test_exposure
sentiment-groups-v2,article_892754b0995df83a,class_109098db4846c093,646,801,positive,BBCA,stock_code,fa8996e20d5e27fc5f50cbda5ff47be6c6bacc29c7a6bbb6af4f17d1fe4dc77c,6e820be405c5762d24cc09169b62a20f3173708b3e557bbda6c5ce34bcca597c,78afb670a89e151403c4e28602050ed0863985be2f016ac6eb10f5ad842c0e7c,url_or_text_or_substantial_title,near_892754b0995df83a,true_label_conflict,legacy_hard_case,google_news_rss,2026-05-01 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_86bc00bf176c8b99,class_14fbed0347fd5698,647,1748,positive,BBCA,stock_code,d66961d6d1e46c9e97b80e8118de33a991e1bab015c51653c3846aed55c0d8b0,c02e94eb9a6356447d3c7eab11117a1fb5cbd989f4bfe0695f30dc077f25f512,bfd9810cb87b342319f07b69ff3cfa325d8d7a6f945a904f162c1adcbf893eda,singleton,,none,representative_random,google_news_rss,2026-04-20 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_c86a2932e1c79343,class_25aa1937f9dbf1b1,648,1105,neutral,BBCA,stock_code,91baa8682edee3e412e301e7bb033abf0fdc04c9ae911c15ce54dd5d69b941bd,f0adc558e514c1473bde151bb31bd23d8479fea0a6d96cd7f71f47b34854d785,75a2350fe4fae2522bb5fe5f45d05dc912b768ef60ac1353f70920ee2ea7aaf1,singleton,,none,representative_random,google_news_rss,2026-05-14 20:41:38,no_known_test_exposure
sentiment-groups-v2,article_5480ab857f30bc9a,class_b157994d325b1fe6,649,1526,neutral,BBCA,stock_code,38b2ad6ba370c51dd653b250a1c72efb842cd73bb79d9dc7b15c4d20573b5f26,28c43bc11ddbae04c17f87595be67cef3bbef859544590fff0522d29f9b20d1c,c25124ea9deb90d81b043307d18730a9631cf73d9a4627f48d610f910496fb84,singleton,,none,representative_random,google_news_rss,2026-05-13 23:59:00,no_known_test_exposure
sentiment-groups-v2,article_2099a9b5f777e242,class_5ba1818e65d89219,650,490,neutral,BBCA,stock_code,90d5c595ff6ba9833773da26dc9a93ccb4f6c894a82da39500e68bcd325e048f,a5e74acc4172b9180cc9e82c1939ed11bae0c352dc1f4ac4fd198750dd479254,0b6dadbeb9d71212ee8133a74b8b0a446f873917737228a322f07785e56b440d,singleton,,none,legacy_hard_case,google_news_rss,2026-05-11 09:26:06,no_known_test_exposure
sentiment-groups-v2,article_e9ad42e2c3f48056,class_ede68619253591e3,651,93,positive,INDF,stock_code,0659688523234957198799ceeb8cce041012d28634d554d2433c398a93e9da74,082bd5194529693256f6d62ecbb0216ce029724162652bfcbb3b57108b584824,cb535487284f96873fc7a1f240952fb80f0f479f5f75d164e39f7f3dd2b9326f,singleton,,none,legacy_hard_case,google_news_rss,2026-05-03 07:00:00,no_known_test_exposure
sentiment-groups-v2,article_83eaf4dc5e19bcbe,class_1b15d95ea2582a9c,652,26,neutral,INDF,stock_code,45b8bd0d6b8635bdfd26a4d167384aa14e44d180669d32971013e28d6147d395,eeb1748bfec4c28980a60615cbc10f904dbbb8e5f253f1ded1155acb501d51df,be0cbeb2c76c3164b8cab011b61a80047a094a98ad9083a69661ef727fb1f866,singleton,,none,legacy_hard_case,google_news_rss,2026-05-04 23:55:51,no_known_test_exposure
sentiment-groups-v2,article_5f128c8385e577cd,class_22d983bcc9b669da,653,35,neutral,INDF,stock_code,9dd18b0d6fb4c999307c494cfca3ea3dacb3e05fe652ef16640bde0f44c90704,99eb09a39bc6df82d1b249527df494bddaa56925a3464790ca4bb72f0ea53ed3,8786634072cada0eb064eca0c3b4ebb9fc36fe1e427c4b61292f3971a38cae34,singleton,,none,legacy_hard_case,google_news_rss,2026-05-14 13:10:42,no_known_test_exposure
sentiment-groups-v2,article_825a1c13a4f2a885,class_1e38a0693d4fb57c,654,355,negative,ICBP,stock_code,b8f79bb7f78985b4bb6835de2c12eac264580a7288cd96671814611031e4ba48,e5497754737e314b7551e5b117779d8ed77e84b9b8a63f0ef5f230ae4a12953d,24dc0f21960135e0a9d1ee5d1e0bcb052157a53fc582f5903b234814af089bbb,url_or_text_or_substantial_title,near_825a1c13a4f2a885,none,legacy_hard_case,google_news_rss,2026-05-07 23:45:00,no_known_test_exposure
sentiment-groups-v2,article_9f6cb78c09b22a1a,class_d944ee0008943c60,655,99,positive,ICBP,stock_code,f453e30d0b758a6d206d8a675709f4bc7d09d4535cefd69204d2eeaf8b5dd02d,f2906a109d53d3c9a56d4c15af05891dbae9c627428664dd0200aa59fd9d12ec,5a7d7e76097bc76db46edae2902402910eeb72b932df445def84f0d6e805fd28,singleton,,none,legacy_hard_case,google_news_rss,2026-05-04 07:00:00,no_known_test_exposure
