event_group_candidate_id,article_ids,target_entity,date_range,confidence,evidence,hard_constraint,notes
event_055106e3744a82eb,1608|425|523,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6da3267f0d0a4bab,1136|1320|1436|1530|427|890,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_460e867570891358,1758|428,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_33320b6c81edd5e4,1013|1176|1470|430,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_fd82d2d6ecf04b6d,1185|1284|1681|1792|431,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6185d541e960f049,1395|1767|432,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_762a662db9d28e59,1830|434|657|905|937,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b0d4ab689fecc46c,439|604|618|659,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6da9d26798664158,1307|1581|441,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0cf78125900790d0,1555|1656|443,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2b8f6eafea9c56f7,1037|1645|445|998,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5795e70e04d2841b,1052|1090|446|617,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_588569d6c3430810,1058|449|650|778|892,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ae665b98c125a7de,1005|1253|1890|452|574|661,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_14a86d3520b6ece9,1229|453,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_89f5b6a4d7bbc9d6,1198|1345|1502|454|567,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f704b6d8325778c2,1067|1083|1588|461,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_bda341ddaa3f5899,1606|474|558|954,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_252cd45f54b111a2,1538|475|801|884,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f019dd15f811fe03,1633|476|915,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e7d77d992e1ecd37,1047|1140|1290|1330|477|537|563|910,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_526ab006017d85d7,1490|1564|480,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_cef9a8a420309369,1012|1757|489,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_25054f2ad4368d8d,495|713|899|967,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6befcf8bb0273e91,1095|496,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e64b81b487797543,1064|1486|1754|497,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_57aef8d4ad77986a,1080|1506|1593|500|549,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_40659d5bafaf7056,1006|1803|1865|505|579,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_aa77ba01ef7cd6b0,1161|1887|506,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f0f5f9173142289b,1895|507|918,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c176afe6721c58b7,1298|1423|1438|509,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5f83e75cda0cc65f,1045|1091|512|708|897,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ae7539e67c019d0c,1102|1379|513|793,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_aa0a6b2971f26b9b,1111|1257|1313|1385|518|651|961,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b69b982aa1f3b67c,1072|1460|519,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4075200ffe1110bc,1811|521,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6b74b8f8c9a66404,528|692,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_7c770c1a0b305066,1819|1871|531|643,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c383bb221be25f41,1648|1746|533,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_34784713715a7c24,1355|1403|1432|534,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_98b9a3a4a3c92fa8,1488|1647|538|695,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3dd069ff77880071,1458|541,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4fd0fb2c6d2c44b3,1063|542|751,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8ea03137d55bcc0f,1248|545,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_bb464892b59df77c,1211|1422|546,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_bfdd1d329fa3495f,1099|1240|1350|1684|548,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_761e6afa8198916a,1217|1868|550,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6dcbed6936f06a90,1223|1625|554|696,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f75c65072bd3a8db,1079|1339|1797|559,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_883c68e15974d6fb,1299|1753|1864|1879|565|800,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d90c85e3e1eca4ae,1171|1324|1474|1751|1771|566|584,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6ca9e6571c0920e6,1048|1337|568|984,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ed79ea6dafb3be61,1159|1878|569,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0048a928e5e77564,1230|1357|1779|570|635|703|770,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_14eba5b470e43cfb,576|665|909,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f9aab040ee1b192f,1322|1832|578|840,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8b350bc83b55ceda,1046|1398|1635|580,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_efa6ec526faba4c6,1394|581|681|768,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_439a3b15f4bb5141,1070|1343|1495|589|726,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_5e9124f33b790636,1456|1587|1834|598,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_028f7e8751bdfdaf,600|686|902|904|997,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3b565d8df006a27d,1315|1494|1731|1774|616,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4d331b141db6123b,1003|1153|1358|1614|1711|619,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b5f02ed3fc4d06d3,1411|1640|624,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8ca3a5c288a9caa6,1241|625|739,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_26e3ff12d16fec82,1700|1789|626|862,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d6022ed12d14f051,1184|632,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a04878d360ea5f5c,1628|1637|633,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_bbf7856d3b65ac55,648|850,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_fe573b8f25f58b9e,1321|652,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6cab5aa5499bb78c,1096|1510|1583|656|868,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4b34be275fb0b825,1093|1260|1611|660|936,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_56e9546f66c45d33,1662|1718|671|966,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_05b2610812694e3f,1034|1570|675,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3645c0b0a89aa240,1089|1618|677|860,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2e30b43dafe8a8e5,1657|679,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_141ae499428afb94,683|807,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a795e6eb1cad6676,1499|688|712,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_194683e01c30175d,1000|1227|1430|694,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e0364b9b67e516d6,1216|1418|1561|697,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ae87221246456fbb,1533|698,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8b5548c9fe9597f3,1632|1651|1786|1835|701,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c8b39c7b9d838c07,1106|1232|1262|1777|704,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c92aa13e93c9971e,1569|709,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_756d287c5f0277b5,1030|1288|1664|710|990,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ee04767642868611,711|935|964,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_431e294e835cfa55,1733|1787|716|949|993,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_39d920667ea2fbd2,1741|720,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4c25f961823ba1f6,1133|1431|1665|723,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ab3ee06fdc6b679c,1209|725,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_1d8ba8e378740d24,1061|1125|1643|729|870,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_09f3421e7d9c9b29,1017|743|973,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8d665eb9c019466c,1400|1450|1723|1814|745|792,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a80d4a24fdf80903,1369|748|831,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d3ec7646f1998007,1547|1725|753|913,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b7b79ad38c08049b,1121|1475|755|830,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_708c5629ed4962a6,1291|761,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ac0ba714ce8ff88a,1808|772,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3690508fdb57062f,1449|1545|1674|777|901,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_34d10b9635dc28ae,1380|779,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b65a90eda5438b48,1615|1616|1772|1885|1898|785,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_71d3fd92b998d721,1039|1455|1550|788|869,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ff4a92cb5dc14a37,797|976,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e87b3e987a9051df,1855|804|805,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b374d652a671a761,1838|810,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6c7a6dcf15ec4f68,1658|812,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_624add01ee3d6c97,1142|1716|821,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9139babae6f4fcdd,1235|824,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8d6a46867845cf7a,1026|1169|1397|827,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3943b0f2cf63b055,1497|828,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f4d25b0e29cb13cd,1258|841,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b65b6dfad6ba4fe2,1201|1280|1401|842|856,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c23b2619921a8ee5,1128|1512|848,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_dc424849a98071a1,1068|1482|1612|851|969,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_cfaddcc23afe0eff,1055|1231|1532|854,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_dc74ca72d61b843c,1466|1585|1680|857,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2e43c3c37c2a4251,1312|864,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_1381eab8a4087e0c,1371|1560|1673|1886|866,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6251648be102a23a,1552|1720|867,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3ddd2b9198f7a83e,1208|1303|875|924,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_eae43b7c312d874c,1076|1129|1196|1459|1493|1501|1870|878,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_31fa05be6ad41ed5,1701|881,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f13cd67555f280ce,1014|1224|889,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ce9c3db2d52477a3,911|977,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_a5d0968567d946c6,1409|1447|912,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_b55a03af9ca8ab7b,1800|916,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_92c166d3dc64d3fc,1100|921|933,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ce91fac728f9599a,1062|1557|922,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_36bf69e41a07d578,1114|923,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_79f8d530e0abb820,1863|947,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_de8a4175af1a8fa6,1261|1331|1370|1809|948,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_cc6eaab9fd607832,1305|1424|1544|1806|950,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_31b03baf078d2f26,1297|1405|1451|1874|951,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_9d1a6f3349b4b595,1011|1818|956,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4367a676b4abf371,1269|1454|957,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6f45ca92164a683e,1023|1244|1282|1695|1840|963,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_1e7a124fbd549d69,1194|1469|1624|979,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_04d34381ab83e061,1173|1415|982,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0e4b2e7bd3207cea,1183|999,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_16f6ef71102d83cf,1007|1388|1481,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_332fd64e58009480,1008|1737,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_fec3cdb0045bd7a1,1015|1384|1526|1567,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_75c5166ea7e311b0,1016|1404|1505,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_aba839c1544a5aa3,1022|1138|1752|1900,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c5742775507f1cad,1024|1627|1798|1897,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_2475a245ff865d55,1025|1316|1383|1396,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ed70e14822be93e6,1027|1165|1441,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ac4a0405b803b0cd,1049|1748,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_96c3756de0e5fa5b,1050|1162,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d110c40a2d6d61bc,1060|1077|1191|1362|1671,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_7bf376b6d95a5aa0,1065|1704,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_312ad147ce180c83,1092|1226,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d7b0ae04a1e13a7f,1115|1888,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ccdef0777b575a1c,1117|1218|1511|1724,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_ff2a845a387861e6,1130|1264|1381,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_917df5804b8a2ead,1147|1382|1444|1669,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_669c102cd6ae6b12,1149|1221|1755,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_590fb4cf30b32727,1168|1894,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_f61afb4c3b2b0ebf,1182|1476|1477|1655,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_0c5c092f4e0a11ee,1197|1287|1446,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_c5889e1d7dfae49c,1219|1268|1626|1848,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_943a6830ab07fcdc,1242|1485,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_47d02d991def932a,1246|1535,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_99fd0309d2aea788,1255|1735,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_09b4a526e05f6a31,1281|1566|1675,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_da0763f430f347e2,1283|1636,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d3aa56e4bd105d71,1292|1464,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e6581ac1a9ace54f,1294|1335|1365,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_22ec14eac8f2349c,1309|1334|1344,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e92ac6a77eddf917,1311|1589|1739,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_335adff5c2093795,1336|1846,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_132321850098e580,1340|1597,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_52363157b9d87469,1349|1426,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_d739e84dae8ad94b,1361|1551,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_6423f0ff603e8376,1504|1682|1862,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_06a5eac8c9c4fbf4,1514|1872,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_4a02f5ef6c05ff72,1546|1639,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_8ccd59c9898f25a7,1613|1850,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_adfa95ba6c36f88a,1631|1654,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_3bb27767774ea406,1638|1722,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_e147dba8485db811,1650|1749,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_87125ae8016b7543,1652|1698|1750,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_dd43fd1e50ce2e46,1666|1827,,,high,duplicate_or_near_duplicate_group,true,derived without external model
event_34f8d2147eabd371,1668|1805,,,high,duplicate_or_near_duplicate_group,true,derived without external model
