article_id,manual_label_id,label,classification_instance_group_id,article_content_group_id,status,reason
484,676,neutral,class_d2f1abe0e6a1d03a,article_a42e815c58f3977f,eligible_train_validation_test,
485,770,neutral,class_5a5f139aafb71d13,article_5844a72aee9269a6,eligible_train_validation_test,
486,1713,neutral,class_2bd31230b7097e39,article_86b700fab5db3797,eligible_train_validation_test,
487,527,negative,class_80bf942d9c8e9820,article_9b19f9ab816598a0,eligible_train_validation_test,
488,423,neutral,class_3fabd67fe44d54d6,article_a77b6cbdf6fae167,eligible_train_validation_test,
489,1873,neutral,class_980424b625458a05,article_e4be97ce765e6cfc,eligible_train_validation_test,
490,128,neutral,class_6bdaa727be481d89,article_cbd02d97b0731d88,eligible_train_validation_test,
491,180,neutral,class_254b9782fd20d745,article_227445a988500528,eligible_train_validation_test,
492,905,neutral,class_3ec18de22057f1e0,article_23e8b0175874e1bb,eligible_train_validation_test,
493,497,positive,class_457d36fe761b1df1,article_97b67c582446f3a8,unresolved_true_conflict,true_label_conflict
494,654,neutral,class_615fe8cd674c8618,article_d18b29d80a8bd366,eligible_train_validation_test,
495,581,neutral,class_61e8be97d30d6bbe,article_ac1270c5058af650,eligible_train_validation_test,
496,1385,neutral,class_f73dbf9f9a9b0667,article_35bbce4007c5cd57,eligible_train_validation_test,
497,1516,neutral,class_fed1a72876dc76dd,article_dcb5d6e69e4ded78,eligible_train_validation_test,
498,1867,neutral,class_f1ea80b507bf3d80,article_eb11f2b05993f3ef,eligible_train_validation_test,
499,1678,neutral,class_ab50cb9957fba4e7,article_db3defda18fafc0c,eligible_train_validation_test,
500,499,neutral,class_b4baaf7c6657ba7a,article_0604cd3138feed20,eligible_train_validation_test,
501,962,positive,class_6c5d787d2b392410,article_1158e7e12c5e7362,eligible_train_validation_test,
502,1531,neutral,class_7de11f88feb437e0,article_5344c4110f483793,eligible_train_validation_test,
503,693,positive,class_89bc041de64456cd,article_eb0652ecd44221b4,eligible_train_validation_test,
504,342,negative,class_1e38a0693d4fb57c,article_825a1c13a4f2a885,eligible_train_validation_test,
505,1195,neutral,class_c14e8d68887ec5c9,article_e13b778ae833ca8c,eligible_train_validation_test,
506,1141,neutral,class_86fba42ba9e2c88c,article_a2075145d3cc47b2,eligible_train_validation_test,
507,471,neutral,class_8752a252639571e5,article_a435270b90e9b709,eligible_train_validation_test,
508,828,positive,class_9019a7518315031a,article_ecac903ea62dc1d5,eligible_train_validation_test,
509,1761,neutral,class_a39e63c7ffee50ab,article_a05198938c6ca8cd,eligible_train_validation_test,
510,48,positive,class_0973dd81dcfec220,article_5e5c743a015ff8d8,eligible_train_validation_test,
511,531,neutral,class_d457432df1b4f2f7,article_2c69bc9b34fb0800,eligible_train_validation_test,
512,127,positive,class_518ba4721cd3494b,article_1d00e6419286e418,unresolved_true_conflict,true_label_conflict
513,1108,neutral,class_238adb4409b20264,article_39700d452c77592c,eligible_train_validation_test,
514,298,neutral,class_a719720b1f4167e0,article_b027feeb60b70f0d,eligible_train_validation_test,
515,1004,neutral,class_94a452480ce6e836,article_d4b9aead1dd10a59,eligible_train_validation_test,
516,851,negative,class_2dd93294841fa05b,article_4771bef2c04a34b5,eligible_train_validation_test,
517,1579,neutral,class_8418882bc2c3c1d1,article_5088c1bc42f5cc6a,eligible_train_validation_test,
518,188,neutral,class_7517eba8326c4911,article_8952115444bab6de,eligible_train_validation_test,
519,635,negative,class_c9ecb9be6a1a58aa,article_0cce0bd361c46fcd,eligible_train_validation_test,
520,235,negative,class_a35bf92748b896f4,article_0b35b06a22779418,eligible_train_validation_test,
521,482,neutral,class_9c179b4f7a7c7081,article_72933e3b31f0070a,eligible_train_validation_test,
522,74,neutral,class_e801e3ae2efe9c51,article_a9346b0068335c63,eligible_train_validation_test,
523,865,positive,class_f520c48e34132891,article_a1e8154bd1a4c96e,eligible_train_validation_test,
524,1238,neutral,class_016f69775b798af6,article_388c2eafe5afd475,eligible_train_validation_test,
525,80,neutral,class_615b2702dc0f9642,article_c32ffef1ae0cabc0,eligible_train_validation_test,
526,5,neutral,class_506deb2625f1ea09,article_f7c2599681e9284c,eligible_train_validation_test,
527,1553,neutral,class_b8eab666fb209d17,article_ab985746c1e7cfc4,eligible_train_validation_test,
528,1609,neutral,class_29dee634b5302260,article_bd3a797ba9489389,eligible_train_validation_test,
529,523,neutral,class_b0b89222e722f356,article_8920a14a7f6469b9,eligible_train_validation_test,
530,1401,neutral,class_551536236311639d,article_87e29676d583c04a,eligible_train_validation_test,
531,1699,negative,class_eb4d02c5d8512838,article_891d46993a36d783,eligible_train_validation_test,
532,891,positive,class_80e875e0bd76a898,article_68f10bf021d7734e,eligible_train_validation_test,
533,732,neutral,class_5d9b8efd8876d719,article_fb8a0d2da8683cec,eligible_train_validation_test,
534,1061,neutral,class_648cb02ec73e701a,article_5ef6514ed3304cf6,eligible_train_validation_test,
535,269,positive,class_a570588f112b99e7,article_20ca98162ba78088,eligible_train_validation_test,
536,1236,neutral,class_1f044295ebd1c000,article_d11501b090fb2749,eligible_train_validation_test,
537,747,neutral,class_55e825ba8f190994,article_da6813d10025369a,eligible_train_validation_test,
538,18,neutral,class_7c46999f6af6fb4e,article_8def3488486c17df,eligible_train_validation_test,
539,309,neutral,class_f8f4a7522c284ff9,article_5109a4e14cbbfda6,eligible_train_validation_test,
540,484,positive,class_7d66a542402df23b,article_84f01dd97c687fb2,eligible_train_validation_test,
541,238,neutral,class_93b7dbfcce287ae7,article_5de664ef205f95d4,eligible_train_validation_test,
542,356,negative,class_68a9e956aa23882a,article_2d86377d4cc3e6c8,eligible_train_validation_test,
543,1409,neutral,class_06e4c1f2761266cb,article_18beb4813723e788,eligible_train_validation_test,
544,1102,negative,class_02d12ec731b35333,article_d359f8b537f1888b,eligible_train_validation_test,
545,1567,neutral,class_943e8e8e70a9a69c,article_68e476b5d5aeca7b,eligible_train_validation_test,
546,611,neutral,class_a9046c9eb831310d,article_6fc8f95bc6465849,eligible_train_validation_test,
547,526,neutral,class_b94e7f989bb15a0d,article_fadb19bfbddde11e,eligible_train_validation_test,
548,1682,neutral,class_5b473780aee7b69e,article_6e2d4d3a3d4c4bb2,eligible_train_validation_test,
549,90,neutral,class_0337b2de2d7d066a,article_068814875fcdfb8f,eligible_train_validation_test,
550,1438,neutral,class_8a0a7bdad81ff5a0,article_f89f8d0e735a91c5,eligible_train_validation_test,
551,266,negative,class_3b2d6b694d140733,article_1f09802c4beac758,eligible_train_validation_test,
552,1416,neutral,class_883c6b973e7a5e19,article_cc6bb91d4a9aec9f,eligible_train_validation_test,
553,1200,neutral,class_67cf0a9fa677e710,article_d40fbd13d527595c,eligible_train_validation_test,
554,640,neutral,class_91f7c34da9c296a0,article_833cd8c0e698745b,eligible_train_validation_test,
555,710,neutral,class_3cdf791bf4c25412,article_91a73fd806ab2c00,eligible_train_validation_test,
556,7,positive,class_00df331f6488559e,article_9d6aa3d89c0171b9,eligible_train_validation_test,
557,1098,negative,class_cd5087615e18bda8,article_5fbc314fb0b51134,eligible_train_validation_test,
558,33,negative,class_97acedec16662011,article_dd8e8c8c9dae8978,eligible_train_validation_test,
559,1720,neutral,class_c6caa7b38ac914dd,article_0d6f9709edaeba4b,eligible_train_validation_test,
560,432,positive,class_55b2be62d0c80ebb,article_6bcaea9882504292,eligible_train_validation_test,
561,279,positive,class_18b8686434dbe9ac,article_04edd1d773688319,eligible_train_validation_test,
562,985,neutral,class_da8f1c348cfd6aca,article_4eef24c6b8248c22,eligible_train_validation_test,
563,300,neutral,class_4f5ce02c7952d219,article_fa4ddf29f41b5753,eligible_train_validation_test,
564,133,neutral,class_818927061f90233d,article_94457a71d0cdb4cc,eligible_train_validation_test,
565,1492,neutral,class_51c0dff83aa27ae1,article_236b565af6b51282,eligible_train_validation_test,
566,1767,neutral,class_699a7bbe1ab1d1b7,article_c57727d64e318e2e,eligible_train_validation_test,
567,997,neutral,class_24d563b64fc8691a,article_1dbb404e4cb34833,eligible_train_validation_test,
568,847,positive,class_373f40fcd1305f64,article_f8818b67ab25419a,eligible_train_validation_test,
569,55,negative,class_5f0e1d98e8993a0c,article_c7ce483fd1cc5fd4,eligible_train_validation_test,
570,843,positive,class_60ae84ca4d986dd2,article_085b2a38876eeddc,eligible_train_validation_test,
571,505,neutral,class_3ce0405807c06755,article_f292c8c5c2fe9fd3,eligible_train_validation_test,
572,1482,neutral,class_5d0add96d6d4a194,article_3719a8c62eb106f8,eligible_train_validation_test,
573,335,positive,class_7d774a02340b6c70,article_5b4afb8d2ed60a57,eligible_train_validation_test,
574,42,neutral,class_a4aaf0e95f98bb18,article_8e28c5eb829e92ab,eligible_train_validation_test,
575,628,neutral,class_37889d6be923f601,article_fb84a9739699e1a2,eligible_train_validation_test,
576,536,neutral,class_4fafa7ce88ef5e4c,article_f3457dabe1b412ed,eligible_train_validation_test,
577,986,neutral,class_354622c8beedeaa8,article_1086d35563c495c1,eligible_train_validation_test,
578,1696,neutral,class_746d5809bbb65949,article_b2cc86ae48fd3b87,eligible_train_validation_test,
579,1228,neutral,class_512581559fcb2d1d,article_59b524f8de039389,eligible_train_validation_test,
580,136,neutral,class_777a5cfd06e974b4,article_de0023e398111d43,eligible_train_validation_test,
581,515,neutral,class_a2b597403a385356,article_4299da7466df0951,eligible_train_validation_test,
582,1304,neutral,class_7e280f6eb43c44ae,article_421c0a7b6d0ee1c3,eligible_train_validation_test,
583,390,neutral,class_dd194fa3c03a10d7,article_62bfa285013f0880,eligible_train_validation_test,
584,1843,positive,class_f9de60899426239c,article_085bcb597bbd610a,eligible_train_validation_test,
585,567,positive,class_d64b72e6eb051f22,article_6b1404b9433e307f,eligible_train_validation_test,
586,1608,neutral,class_e0c6275a82ae7169,article_219de1387a6743e5,eligible_train_validation_test,
587,836,positive,class_615b5423622624c6,article_82a93b152b275d4c,eligible_train_validation_test,
588,153,neutral,class_32d082298891325a,article_a917ca757ac59f9d,eligible_train_validation_test,
589,270,neutral,class_394e60edd78727e2,article_fbe697429f16141b,eligible_train_validation_test,
590,460,neutral,class_d5e9567ed06f4301,article_e6fcc0253ed7a328,eligible_train_validation_test,
591,1349,neutral,class_c56022657640baa7,article_60f070e3393291d6,eligible_train_validation_test,
592,252,negative,class_431265085644a2cb,article_793733573a1dfd14,eligible_train_validation_test,
593,575,positive,class_f1f18ccd80949b06,article_d4e33e2934280979,eligible_train_validation_test,
594,780,neutral,class_f9f72738a22fc733,article_e2fa8f5b4364b8ef,eligible_train_validation_test,
595,745,neutral,class_8107837d089e8868,article_a3aaf5a0e9ad2901,eligible_train_validation_test,
596,1202,neutral,class_3718f9c46a8d9610,article_be6b5b7140b02bff,eligible_train_validation_test,
597,1364,neutral,class_739f92a12338614d,article_fcf1e4bf9cc9c108,eligible_train_validation_test,
598,1461,positive,class_f5f482df8b1b2abb,article_bf7db3a1fea244ba,eligible_train_validation_test,
599,734,neutral,class_091a070e2b2c4f5e,article_182dc6b90f1c9cd9,eligible_train_validation_test,
600,253,neutral,class_98f4c3fdbefc3831,article_284b7e6d788f363f,eligible_train_validation_test,
601,846,positive,class_43fcefc83087d1c4,article_36c1cc2f9d7022bf,eligible_train_validation_test,
602,637,positive,class_bf7538a9f8a142cb,article_aee4848a8580f311,eligible_train_validation_test,
603,260,neutral,class_6a998dfb21cfe42e,article_97468f679ad305fa,eligible_train_validation_test,
604,75,positive,class_b4382264ef0a3e06,article_3b86df3ff95ad2fd,eligible_train_validation_test,
605,758,neutral,class_ddba6d11aeae1094,article_90b5bc7f03c840b2,eligible_train_validation_test,
606,488,neutral,class_e294c7bf6ecc0f01,article_f57b8252cea0e3ca,eligible_train_validation_test,
607,312,negative,class_08df8c61e85e84b8,article_67eab6db6703cdf9,eligible_train_validation_test,
608,1301,neutral,class_c20566dcdb6fa31a,article_1de4d95a81eb1780,eligible_train_validation_test,
609,902,neutral,class_ffee46daff48436e,article_1f594da9b409f7f4,eligible_train_validation_test,
610,1109,neutral,class_b0a6c0d651dd2e60,article_01ce4b291ad3ecd2,eligible_train_validation_test,
611,1167,neutral,class_aee8a3544cf3bff8,article_97623535a9ed7962,eligible_train_validation_test,
612,1142,neutral,class_062d884fd6bb1484,article_55f0124bb79f5c53,eligible_train_validation_test,
613,1126,neutral,class_e2cd856c42ff5a36,article_7595dae9cde82218,eligible_train_validation_test,
614,1203,neutral,class_e44b10ddf43c25a8,article_fa7aec4efb728534,eligible_train_validation_test,
615,1073,neutral,class_70b0de87af327053,article_3de8392541ace282,eligible_train_validation_test,
616,857,positive,class_5677c4dc9dd96ea1,article_683d098205b11550,eligible_train_validation_test,
617,354,neutral,class_0443d8b98b273440,article_85ea151b8c5b5ab0,eligible_train_validation_test,
618,533,neutral,class_42015b9be36cc363,article_ee377871c73631fd,eligible_train_validation_test,
619,969,positive,class_580e0f14b733a2ef,article_86a3f9b13a5b652f,eligible_train_validation_test,
620,323,neutral,class_f56fc8c6104f0190,article_524148f24802f8c6,eligible_train_validation_test,
621,230,positive,class_6d4db02d3024dbeb,article_90b0ce469fbd8e30,eligible_train_validation_test,
622,874,positive,class_fef2b29d82ec58ff,article_fc47b34e36f4032a,eligible_train_validation_test,
623,307,neutral,class_4d57840b98049770,article_fc71f2d6d38dbfc7,eligible_train_validation_test,
624,974,neutral,class_55b772fd3b075081,article_1b3c33580f2e2094,eligible_train_validation_test,
625,1824,neutral,class_3d857f2c7fcf17f9,article_ad723f42c7aba316,eligible_train_validation_test,
626,1828,neutral,class_e08fb4efe0fa0163,article_87acb1e183a2b0f7,eligible_train_validation_test,
627,441,positive,class_fe344e0097d312d1,article_9a35532c7499c19d,eligible_train_validation_test,
628,670,neutral,class_6e9b7eb2868a5d88,article_67c312330b0371a0,eligible_train_validation_test,
629,296,neutral,class_3a69f235cc453a4a,article_1ad269a743bd01b5,eligible_train_validation_test,
630,1261,negative,class_a0bda07f9532f180,article_21900f41ecb7b8e6,eligible_train_validation_test,
631,1157,neutral,class_70b4a078c4038269,article_7b81eb727ed48055,eligible_train_validation_test,
632,62,neutral,class_b45dce605662b5ef,article_3bcc1340d90b3d55,eligible_train_validation_test,
633,1870,neutral,class_ddb56b6646b649d2,article_b6b1b469ea43c90a,eligible_train_validation_test,
634,1135,neutral,class_f1ea80b507bf3d80,article_eb11f2b05993f3ef,eligible_train_validation_test,
635,25,positive,class_6fa3e101a45cb70d,article_2618182c3894875e,eligible_train_validation_test,
636,604,neutral,class_cb2021ee1f554294,article_02c000a36dcd047f,eligible_train_validation_test,
637,773,neutral,class_9e99039a210b986a,article_bda584056eb9957d,eligible_train_validation_test,
638,1038,neutral,class_492feabd0571b9c7,article_f4dd301311d96b70,eligible_train_validation_test,
639,442,positive,class_3657fb4a4c969029,article_2cfd4b162e427e8e,eligible_train_validation_test,
640,1705,neutral,class_c2d6ec05c579ec24,article_3f1bb7c0da3c01e6,eligible_train_validation_test,
641,702,neutral,class_721c1ebe60a2ecfa,article_455ae2dfc77dd775,eligible_train_validation_test,
642,1227,neutral,class_7b68cd20a6c5b16a,article_68fcd1eb684859a3,eligible_train_validation_test,
643,1233,neutral,class_d25e73f60cc04630,article_62e66f3e99369069,eligible_train_validation_test,
644,155,positive,class_a7e12fd6368ad393,article_87e50b28705900bb,eligible_train_validation_test,
645,1241,positive,class_68252ddecc0767cd,article_3c2308b1bc64683e,eligible_train_validation_test,
646,801,positive,class_109098db4846c093,article_892754b0995df83a,unresolved_true_conflict,true_label_conflict
647,1748,positive,class_14fbed0347fd5698,article_86bc00bf176c8b99,eligible_train_validation_test,
648,1105,neutral,class_25aa1937f9dbf1b1,article_c86a2932e1c79343,eligible_train_validation_test,
649,1526,neutral,class_b157994d325b1fe6,article_5480ab857f30bc9a,eligible_train_validation_test,
650,490,neutral,class_5ba1818e65d89219,article_2099a9b5f777e242,eligible_train_validation_test,
651,93,positive,class_ede68619253591e3,article_e9ad42e2c3f48056,eligible_train_validation_test,
652,26,neutral,class_1b15d95ea2582a9c,article_83eaf4dc5e19bcbe,eligible_train_validation_test,
653,35,neutral,class_22d983bcc9b669da,article_5f128c8385e577cd,eligible_train_validation_test,
654,355,negative,class_1e38a0693d4fb57c,article_825a1c13a4f2a885,eligible_train_validation_test,
655,99,positive,class_d944ee0008943c60,article_9f6cb78c09b22a1a,eligible_train_validation_test,
656,822,neutral,class_b8dcc696e97d29dd,article_d62a7b3da232bd0a,eligible_train_validation_test,
657,1362,neutral,class_0be8e72691a31bec,article_24be8ee76308afb9,eligible_train_validation_test,
658,757,neutral,class_aa40612ba1aca28f,article_c22e1a4acbd2d996,eligible_train_validation_test,
659,749,neutral,class_62a2258ec7b54219,article_5c17cac5569c1ab7,eligible_train_validation_test,
660,1549,neutral,class_abd6666340b09e12,article_fc9e91cc78e1817d,eligible_train_validation_test,
661,132,positive,class_440ab57b291c4d9f,article_316c0f93c7fe1258,eligible_train_validation_test,
662,610,positive,class_a18c948b5d552a02,article_81f27f8a7d8766c7,eligible_train_validation_test,
663,595,positive,class_76e006850fc00df1,article_4b8ba4b13094beae,eligible_train_validation_test,
664,1837,neutral,class_9c9c7455acb2fe0e,article_09eac95eb995b821,eligible_train_validation_test,
665,468,neutral,class_0c28715cdf2967ef,article_9ae8f17cfc8ba7fd,eligible_train_validation_test,
666,381,neutral,class_7f1e98fff10a6222,article_c7e616822f366fb1,eligible_train_validation_test,
667,304,neutral,class_acfea8efed207e20,article_8b5551ea922dd246,eligible_train_validation_test,
668,57,neutral,class_15c90f4bb955aedc,article_6f81082badfd0073,eligible_train_validation_test,
669,1122,positive,class_dbd00f1d5ee24992,article_bf31e6128301d31b,eligible_train_validation_test,
670,154,positive,class_684d7b9cf60ef8d5,article_172e1676eda470ed,eligible_train_validation_test,
671,447,negative,class_b7607fa7d650c321,article_00bebc5be79d19e1,eligible_train_validation_test,
672,1256,negative,class_0c5561e2b5055e8c,article_12f26af0dcdfae8f,eligible_train_validation_test,
673,378,neutral,class_6f3e30b2414fc42c,article_f4466a4b51d21014,eligible_train_validation_test,
674,389,neutral,class_de67257f01791156,article_8ef532f440c91b5d,eligible_train_validation_test,
675,623,neutral,class_84db6971420e3dfc,article_a440868cf4311953,eligible_train_validation_test,
676,1255,negative,class_210006baebda0adc,article_63db0204e2f34aaa,eligible_train_validation_test,
677,728,neutral,class_2a0397630146d47c,article_2782526eaa0c5c25,eligible_train_validation_test,
678,1353,neutral,class_f1ea80b507bf3d80,article_eb11f2b05993f3ef,eligible_train_validation_test,
679,1453,neutral,class_7f6c9020033c328d,article_34e2ad7b31cd9ee8,eligible_train_validation_test,
680,414,neutral,class_54fe1338fbfa9036,article_a4c6af0cb6f02dff,eligible_train_validation_test,
681,402,positive,class_fd987a37963c3cb4,article_1c8dcc518b9942ef,eligible_train_validation_test,
682,1315,neutral,class_68626f400aee2d9f,article_ec1c7d93ba051204,eligible_train_validation_test,
683,550,neutral,class_89a2bfbb730b3694,article_07bed92aab16ecdd,eligible_train_validation_test,
684,802,positive,class_3ecca8a6dcfaec6b,article_10ba045e9ee40807,eligible_train_validation_test,
685,1440,neutral,class_0781245de9b8dfbf,article_bb9b8ef813475d1e,eligible_train_validation_test,
686,9,positive,class_cae19f066cd5d45a,article_162753c27c8b3297,eligible_train_validation_test,
687,560,positive,class_a43056b006529eae,article_c2077253a9b10166,eligible_train_validation_test,
688,849,neutral,class_4ed515a5dc77465f,article_1c63ed9164d61acf,eligible_train_validation_test,
689,162,negative,class_182f18425f651df6,article_fc4fb94d36f45aa9,eligible_train_validation_test,
690,268,neutral,class_9adff0d8f4a68627,article_f6103ca1e01bd200,eligible_train_validation_test,
691,456,positive,class_d5637b492e5b928f,article_809e63d5c8aa03af,eligible_train_validation_test,
692,1399,neutral,class_ed7e1f88f6d407f9,article_4cc3d9cba4633096,eligible_train_validation_test,
693,824,positive,class_f1b311c0c2147987,article_8b7fb6aee1c63e17,eligible_train_validation_test,
694,1714,neutral,class_d89117fa6ecba862,article_a6c2a2325dfd588f,eligible_train_validation_test,
695,352,neutral,class_0e062dc96501a989,article_11f8e31ccbdbb7d9,eligible_train_validation_test,
696,10,neutral,class_9490f4e26a6eea41,article_677fe64a8ea7e98a,eligible_train_validation_test,
697,1445,neutral,class_0534bfa163bc9fbf,article_d6723fa996ced477,eligible_train_validation_test,
698,1507,neutral,class_affd747a0e38e30e,article_e4c6a9f38e8e4d12,eligible_train_validation_test,
699,218,neutral,class_6e4e90b39b7f0a4b,article_c9a5da075f9e5c3e,eligible_train_validation_test,
700,52,neutral,class_74fa363613fa794a,article_99ee50221221864d,eligible_train_validation_test,
701,360,neutral,class_0e6a73a3be963951,article_290a0b92873bdf4e,eligible_train_validation_test,
702,1224,neutral,class_80a8ad5c7295910b,article_47fec9f491173c57,eligible_train_validation_test,
703,486,neutral,class_0d521538a50e826f,article_769e881d85fc5d27,eligible_train_validation_test,
704,1002,positive,class_9a3f745f685bb119,article_e4e5494084228759,eligible_train_validation_test,
705,833,positive,class_c717eb747633ad25,article_bd94717d91260895,eligible_train_validation_test,
706,364,positive,class_125ce00124253b33,article_35254aa9a21444e5,eligible_train_validation_test,
707,1021,neutral,class_80c45ed717a6a71f,article_5b60f221d4a1852a,eligible_train_validation_test,
708,293,positive,class_3f85b067781f63bb,article_1706be6c29344475,eligible_train_validation_test,
709,214,neutral,class_5fa94da4ddf7c66c,article_92c5fd0421c1d619,eligible_train_validation_test,
710,740,neutral,class_b18a72973eef7c93,article_4ec24a2d7f1dfae1,eligible_train_validation_test,
711,310,neutral,class_27d36873c52bc73c,article_2499d690642faa4d,eligible_train_validation_test,
712,258,positive,class_7a9b7f9058613132,article_9b09d7f65345fc85,eligible_train_validation_test,
713,318,neutral,class_c0c23b68e2f2e5e2,article_40f8d6d22b99ea33,eligible_train_validation_test,
714,967,neutral,class_15d78a438e05cccb,article_c66bbe9d118f554b,eligible_train_validation_test,
715,358,positive,class_675f5daf9e9f7df4,article_35c71bd7eaf46070,eligible_train_validation_test,
716,210,positive,class_40214b3af092ea0c,article_2e00b312b0a9681b,eligible_train_validation_test,
717,1619,neutral,class_9aedb31366a68079,article_d536a8c1664fec0b,eligible_train_validation_test,
718,805,positive,class_5b9f0c845924a9a0,article_6c0f3412848008d4,eligible_train_validation_test,
719,1337,neutral,class_d27d468903f95ac4,article_02837c1944876b4f,eligible_train_validation_test,
720,1159,neutral,class_3cf6a432af681d11,article_d829857eb1366e70,eligible_train_validation_test,
721,885,positive,class_140439374058b46a,article_74de057f768beb42,eligible_train_validation_test,
722,990,neutral,class_e4d026fb82d3bdde,article_0ebb3519a0c4044c,eligible_train_validation_test,
723,1413,neutral,class_c932dae09e2b81bf,article_07e46896ba89f887,eligible_train_validation_test,
724,546,neutral,class_b42def72a46762f5,article_68c6c6e9ad314d1a,eligible_train_validation_test,
725,1812,neutral,class_49474b6ef91d22cb,article_5c3e9040008c9150,eligible_train_validation_test,
726,852,positive,class_0d314aed59807f67,article_9dcbe7e30f0bd608,eligible_train_validation_test,
727,464,neutral,class_48ed996f83183cbd,article_30e4c02268d49ca0,eligible_train_validation_test,
728,139,negative,class_cd243d2fbc9c147c,article_7c3d90003d7d645b,eligible_train_validation_test,
729,1123,neutral,class_ba32af3f950ce970,article_509694b0a010c643,eligible_train_validation_test,
730,1018,neutral,class_320d66e6823cb010,article_61182f39851829ca,eligible_train_validation_test,
731,1344,neutral,class_17a26e897a95074c,article_f24f1a64b591544a,eligible_train_validation_test,
732,111,neutral,class_489094448fdba102,article_81defd9e2e8f85c7,eligible_train_validation_test,
733,957,neutral,class_3637a7d0f5cf574f,article_367461e6dd07bdb5,eligible_train_validation_test,
734,955,neutral,class_15891f5117602ec8,article_c2a181d8178a9f75,eligible_train_validation_test,
735,491,neutral,class_39d45af31a4e69d5,article_1a42d5267aba37d7,eligible_train_validation_test,
736,735,neutral,class_f47286f8624264a1,article_2b9449f314bf9314,eligible_train_validation_test,
737,305,neutral,class_de048271196e2701,article_bc8db39f614342b7,eligible_train_validation_test,
738,1059,neutral,class_c895d2d6766293fe,article_102624ac0a714fa2,eligible_train_validation_test,
739,1829,neutral,class_76daf35b3fd11ea9,article_40962624bfc23688,eligible_train_validation_test,
740,652,neutral,class_46358bd73869115e,article_234666d765f4c0a2,eligible_train_validation_test,
741,49,positive,class_3840e6ce0ca5cdbf,article_75f7313c20144e39,eligible_train_validation_test,
742,1684,neutral,class_fd9da059abd18e0b,article_ccbcd0d62f439eac,eligible_train_validation_test,
743,301,neutral,class_6e03edf61d7db90d,article_0df5486b7bca884d,eligible_train_validation_test,
744,1243,negative,class_b2a2e113c11e68ea,article_a15faf6f6c7e4c11,eligible_train_validation_test,
745,1008,neutral,class_fdb815a44b5755fc,article_42c6024940120036,eligible_train_validation_test,
746,966,neutral,class_6d88f2d81c596707,article_5dad6478e152b8aa,eligible_train_validation_test,
747,768,neutral,class_ae20754bdcc567c0,article_6f90a5a0d3234433,eligible_train_validation_test,
748,797,neutral,class_80de6b23dd29506c,article_0c658eb5d61e88c8,eligible_train_validation_test,
749,958,neutral,class_a6e3b79f8d0c9dc4,article_6165d33e490f91db,eligible_train_validation_test,
750,1292,positive,class_0481487c36531e7b,article_64d095f2fecfdeb9,eligible_train_validation_test,
751,594,neutral,class_95c0238af9f49d0b,article_d3b913cdf3e8a797,eligible_train_validation_test,
752,1856,neutral,class_8d1d259ab0ace6c7,article_8b80f49ec2822cb3,eligible_train_validation_test,
753,1330,positive,class_97e59b0cee16f70c,article_a8cee66e4788af8b,eligible_train_validation_test,
754,803,positive,class_583b4c72eca7ca29,article_4099ed5ba70aebc5,eligible_train_validation_test,
755,703,neutral,class_b77308db41f97b57,article_86ab8cbe5869bd1f,eligible_train_validation_test,
756,688,neutral,class_44ae241bb0b87ba2,article_a7f0b84de7a450ea,eligible_train_validation_test,
757,1101,neutral,class_3d758f5448d284d5,article_b6bc077d6675a7c8,eligible_train_validation_test,
758,956,positive,class_c2f8d95e087552af,article_f15223dcc0da9020,eligible_train_validation_test,
759,411,neutral,class_5a80c9537c011fc4,article_b967fb22d506bda1,eligible_train_validation_test,
760,1278,neutral,class_dcefcb44554da509,article_afccd937e6ac2d1b,eligible_train_validation_test,
761,1207,neutral,class_4fbcb57eeb304220,article_c78961d3d782d8a8,eligible_train_validation_test,
762,1080,positive,class_f9e4d15da9b63a4c,article_9b6c13f0d182b253,eligible_train_validation_test,
763,1690,neutral,class_61089f25c8633c1c,article_df56bc061e91023b,eligible_train_validation_test,
764,602,neutral,class_3c5a2b3708a9c45d,article_aaee0ce51abf0849,eligible_train_validation_test,
765,1646,neutral,class_f8ee90e77c1e9646,article_a67063986e67b7dd,eligible_train_validation_test,
766,1388,neutral,class_990159328e15db53,article_04222ea3e14cb120,eligible_train_validation_test,
767,1686,neutral,class_e8df387fb08a9666,article_12132cd6767ee325,eligible_train_validation_test,
768,959,neutral,class_3e541ae3aa1904b5,article_f7b856c054de7ccc,eligible_train_validation_test,
769,811,negative,class_b56cf9c42f1b4815,article_afa472a961fbcb09,eligible_train_validation_test,
770,845,neutral,class_f127355ad84cb8cf,article_ca0cec7f60085f02,eligible_train_validation_test,
771,1821,neutral,class_04516353e6d42f1b,article_0fbc9039145b6449,eligible_train_validation_test,
772,1730,neutral,class_1abdc71495f2458d,article_9168e84786142923,eligible_train_validation_test,
773,1871,neutral,class_7650d7bef8830ccf,article_d15e7843961ed4bf,eligible_train_validation_test,
774,6,negative,class_b60755503b9d9856,article_089ee14b926fabea,eligible_train_validation_test,
775,1358,neutral,class_8db1dae6b74d954c,article_54006483f014c53f,eligible_train_validation_test,
776,457,neutral,class_60d9e08e40d937f0,article_3daebbc6dfd81355,eligible_train_validation_test,
777,98,neutral,class_8fca76501c552ef3,article_eaf89db7108470dc,eligible_train_validation_test,
