previous_group_id,article_ids,target_entity_count,label_set,text_fingerprint_count,URL_count,root_cause,corrected_group_ids,remains_conflict,recommended_action,evidence
grp_a1b1e93b22285f78,1408|1420|1602|1822|1891|194|209|987,4,negative|neutral|positive,7,8,same_text_different_entity_valid,class_337cdbe0edd099f3|class_4be7ce440b299299|class_7d5c42ffeeab017a|class_8cd8b5a642430ced|class_8f353669bbf6793d|class_c18b380f5b303773|class_d7eda6b7fc698f24,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_e390d406b2620c69,1328|195|492|540|900,4,neutral|positive,5,5,same_text_different_entity_valid,class_19bd90ed050d5436|class_3ec18de22057f1e0|class_7d66a542402df23b|class_9343d1f4081fa4ae|class_9dafcb4cacb425cc,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b5b9a60aebece2f3,200|389|717,3,neutral|positive,3,3,same_text_different_entity_valid,class_7b1f03c146ec57ae|class_90d892c42ae477fd|class_9aedb31366a68079,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_0c0744735636ba25,1177|1759|201|614|763|847,5,negative|neutral,6,6,same_text_different_entity_valid,class_0234c17abea895dd|class_37a50f5664d4ecf7|class_61089f25c8633c1c|class_92fd88f839a02320|class_e44b10ddf43c25a8|class_e5eb1384f5f75789,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_9a1e923dc3036b3c,1568|202|622|728|883,4,negative|neutral|positive,5,5,same_text_different_entity_valid,class_1872a82feea970a6|class_65c881321bd18beb|class_cd243d2fbc9c147c|class_eefe0e52cddffcce|class_fef2b29d82ec58ff,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_0a99ef7eb7ff1b43,203|261,2,neutral|positive,2,2,same_text_different_entity_valid,class_38e6a9fb63aaf811|class_fdcf6ad9951e7093,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6abf4321f3b72650,1028|1323|1333|1852|211|627,4,neutral|positive,6,6,same_text_different_entity_valid,class_113b7c68d6b6131f|class_3bec8ab34fa8ab25|class_6e1d9fc9d872326a|class_b11edad96f43b827|class_b8ff9e4670346207|class_fe344e0097d312d1,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_de2dff8c3ca91609,1785|212,2,neutral|positive,2,2,same_text_different_entity_valid,class_cbdca350197d0143|class_f00819f5b791a3de,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_902ae5fa5f4bf853,1766|1892|216|435,2,neutral|positive,3,4,same_text_same_entity_true_conflict,class_4526a91649ea8b0a|class_53cd4ba2fb54bd3c|class_8bd2a52e9bb8830e,true,human_review,v2 DB grouping uses usable non-empty values and target entity
grp_2e50fcf0f2f3fdf9,1507|1660|217|371|560|734,6,neutral|positive,6,6,same_text_different_entity_valid,class_15891f5117602ec8|class_2ce47f58cbbf681e|class_505236e4c96d28f4|class_55b2be62d0c80ebb|class_5daa4f1a265789b0|class_de23407f5ccc70e7,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6e32fe827bbfec81,219|321|721,3,negative|neutral|positive,3,3,same_text_different_entity_valid,class_140439374058b46a|class_624217c4ac95156d|class_d3c33b1c839b6250,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_37c8ef386cd3d238,1824|225|357,3,neutral|positive,3,3,same_text_different_entity_valid,class_1e8b5221fc7bfac4|class_471a5b7386d889c8|class_a4fcf2e736ce3ab5,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_e18a57e840b47720,1406|232|479,3,negative|positive,3,3,same_text_different_entity_valid,class_b976b09b7603f438|class_c5b3f6a0deb81b53|class_d89a05e9c5403832,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_e171cbcb511b543a,1043|1135|1521|235|317|393|776,5,negative|neutral|positive,7,7,same_text_different_entity_valid,class_0495f362ae2cf836|class_60d9e08e40d937f0|class_76b1c9e4bb29cae8|class_d63ae1d234efda29|class_dd5b58c839d9d67c|class_e95c36f2da342ecb|class_eaecb17d991e0309,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6dc28d4bbaa408ff,1041|1620|236|666|991,4,negative|neutral|positive,5,5,same_text_different_entity_valid,class_2121d1b995446a6e|class_2d3c1306c33428f2|class_7f1e98fff10a6222|class_c6d2a0a5ccc9c702|class_fdffc63e84449884,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_64e2f92311428273,1108|238|737,3,negative|neutral,3,3,same_text_different_entity_valid,class_417bcd04eba2d86d|class_d959a2e056152de2|class_de048271196e2701,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_68fc4d662cd0e86e,1103|1172|1341|1534|239|806,6,neutral|positive,6,6,same_text_different_entity_valid,class_11c084e1997afc63|class_125e0a9bcd2085a0|class_2e847310a1ef8ff4|class_b60521058c91b224|class_c8661ffe5a9cd0d6|class_fe52cf776b04912b,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_cc2bbc53ca065064,1342|1875|1889|243|442|470|637,7,neutral|positive,7,7,same_text_different_entity_valid,class_0dc5ff80087e24f2|class_4b07df565257008f|class_72a8e76d4a7b7375|class_9e99039a210b986a|class_da64ae25d169f1f2|class_f5c6dd983a066a66|class_fb15842162ede632,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d08f2718a89b6500,244|415|416,3,neutral|positive,3,3,same_text_different_entity_valid,class_6e0dcb386d073f4f|class_81362c7cccdeda74|class_85ad26f933b6c831,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d0c669bd7d888720,1157|1427|1539|1697|1769|246|557|865,7,negative|neutral|positive,8,8,same_text_different_entity_valid,class_02a6d1c4111a7fca|class_25e5787e02e4b034|class_31b57238916e0f54|class_697280bd58a002fe|class_a0ea908ef60d7e74|class_abef97b7e9d45028|class_b23d9c14c7ec20e1|class_cd5087615e18bda8,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b2b11513115b5373,251|465|494,3,neutral|positive,3,3,same_text_different_entity_valid,class_615fe8cd674c8618|class_aea056c612286d91|class_c4ee325ca5442e7d,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_76c6d235a5f9d8e0,1071|259|260|367|945|985,4,negative|neutral|positive,6,6,same_text_different_entity_valid,class_18894f018f7312fb|class_2da921af15708516|class_68b97d441340b36f|class_8f3660fd96ef018b|class_9e41ade7389c0de5|class_d5736cc23003cdf4,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_5c555c5adf5c755d,1679|1702|262|547|621|741,6,neutral|positive,6,6,same_text_different_entity_valid,class_1bd4293dd065d8df|class_2a76d05c135d1dc2|class_3840e6ce0ca5cdbf|class_6d4db02d3024dbeb|class_8d96ad906d428d8a|class_b94e7f989bb15a0d,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6f06a3dc0853e21d,1252|1448|1760|1801|278,5,negative|neutral|positive,5,5,same_text_different_entity_valid,class_3843af6441a05114|class_b4be00775b1ffcfe|class_c6edf804fe69e388|class_e735dc78a3cb1cc6|class_ed71a7cd3a3cedf9,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_1bdccb1941bf489b,1692|281|928,2,neutral|positive,3,3,same_text_different_entity_valid,class_2643014710ed80dd|class_7c00237a1627dcc3|class_9f21c21bd900178a,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_448c0fb755441003,1212|1238|1708|286,3,neutral|positive,4,4,same_text_different_entity_valid,class_3bc84d41d69cfb41|class_4b82b870f6a2acda|class_98c5a9033381a7be|class_f069c8e47c665cea,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_3fefd3a5f7942b48,1659|1783|287|932,4,negative|neutral,4,4,same_text_different_entity_valid,class_0e5f2b2a9b9f54bf|class_7f278adbe9bc2da8|class_7f816d6ca1e8fb93|class_b591634c04d22395,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_1cc42a1dd416a1f9,1263|289|366|927,4,neutral|positive,4,4,same_text_different_entity_valid,class_02e8956e1fabb0cd|class_2fd5723b4f32087d|class_69c75cff703cc53c|class_bbe85c21207db48d,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_9f79d44a8a4ad0bc,1009|1073|1131|1629|290|646|823|898,6,negative|neutral|positive,7,8,same_text_same_entity_true_conflict,class_109098db4846c093|class_232ecd8b830ecbf0|class_29401c082912255f|class_42133cfbf0d9165b|class_4d754041f4d75ad9|class_af071bd49839a2bf|class_e2b400db17a55622,true,human_review,v2 DB grouping uses usable non-empty values and target entity
grp_314d91dbb62bace6,1088|1709|291|587|641,4,neutral|positive,4,5,same_text_different_entity_valid,class_615b5423622624c6|class_721c1ebe60a2ecfa|class_94f7f1da77ca7e6e|class_bcb25b15fdd284e5,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_c5a08ea37ba90827,1036|292|756,3,negative|neutral,3,3,same_text_different_entity_valid,class_44ae241bb0b87ba2|class_915aaf172bb5c328|class_ae06041e50cba2ae,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_75034d3118935d2b,1414|295|529|599|836,5,negative|neutral|positive,5,5,same_text_different_entity_valid,class_091a070e2b2c4f5e|class_2ce121839ad7a29f|class_688cac50f32835b3|class_adaa0a5fe152b820|class_b0b89222e722f356,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_c3ae6aad0bbfe45a,1348|298|458|639,4,neutral|positive,4,4,same_text_different_entity_valid,class_3657fb4a4c969029|class_c1964f0dd4bb98e7|class_cd6c50f843799285|class_d619335fb00f0af3,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_2ac9c7e3e2482fe6,1120|301|386|457|664,5,neutral|positive,5,5,same_text_different_entity_valid,class_2e24a5a8cf0c0baf|class_9ad378c81ffc5b02|class_9c9c7455acb2fe0e|class_d5c1f0b7364933bb|class_f1e60746133a9b4b,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_ae1f229e5ab4324d,1687|304|466|774,4,negative|neutral,4,4,same_text_different_entity_valid,class_4870a4e985e3e726|class_a470a6dc8cd365dc|class_b60755503b9d9856|class_ea15a6f39f9da9cb,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_8fc120d2ad43075e,1019|306|314|422|894,4,neutral|positive,5,5,same_text_different_entity_valid,class_0b32e6d712f38543|class_3e1c546fe785a6aa|class_911fbc30af833656|class_e361047626be1e47|class_fef0db5536c167e6,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d7e0ed1360e8fa38,1500|1641|310|880,4,negative|neutral|positive,4,4,same_text_different_entity_valid,class_5c00b0429713995f|class_a154c91abad2437a|class_b7b842dcf1a79b4c|class_ff9497bcac990324,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_bc47a4fa75b29405,1391|1719|1841|316|551|595,4,negative|neutral|positive,5,6,same_text_different_entity_valid,class_3b2d6b694d140733|class_73fb8c653eb37784|class_768c9a7a1ff3411e|class_8107837d089e8868|class_880782875d2d3120,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_704645dc0f23166a,1646|1817|324,2,negative|positive,3,3,same_text_different_entity_valid,class_139fc2f0b167c3e1|class_231df5ef4ef7593b|class_d3e5dfa5032a5782,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_3a20a1f953c4de0b,1035|1189|325|606|700|859,5,neutral|positive,6,6,same_text_different_entity_valid,class_384cfb3b49926fc6|class_6caa34bf2d6708ad|class_70b655e3ebcb35e6|class_74fa363613fa794a|class_e273689f0c850455|class_e294c7bf6ecc0f01,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_57254c58e3e49157,1419|1678|332|490|663,4,neutral|positive,5,5,same_text_different_entity_valid,class_18c4d5c7ed35236a|class_6bdaa727be481d89|class_76e006850fc00df1|class_f78248e4768230a0|class_ff7044c2d6588d66,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_919e98e9a567d259,1056|1137|1816|336,4,neutral|positive,4,4,same_text_different_entity_valid,class_39c90de6c912712d|class_484d0d4bdea610eb|class_6de187d24e721763|class_8657b52f0b10d826,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_08e9dde5e619bf68,1393|344,2,negative|neutral,2,2,same_text_different_entity_valid,class_4e0ec007d8764ee7|class_efbdcb6d3a8978ad,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_f511e0cf1b6dea1a,1319|1579|348|762|802|819,5,neutral|positive,5,6,same_text_different_entity_valid,class_7bbbab9660f0c340|class_7fef5c2ac32a0e5a|class_b6d1eb3b626b31e6|class_f5fa4629de871e22|class_f9e4d15da9b63a4c,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_9bae4cbdd45fa6a3,1516|350|525|855,3,neutral|positive,4,4,same_text_different_entity_valid,class_0ff11f90b3ea969a|class_1ce846f35f72e303|class_615b2702dc0f9642|class_c66c7264a7714d55,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_a984b863442a147a,352|487|593|691,4,negative|positive,4,4,same_text_different_entity_valid,class_21c74ff04d788077|class_80bf942d9c8e9820|class_d5637b492e5b928f|class_f1f18ccd80949b06,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_40c6357070096cbf,354|561|754,3,negative|positive,3,3,same_text_different_entity_valid,class_11cd7c32b325b664|class_18b8686434dbe9ac|class_583b4c72eca7ca29,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_7a31908a761c97fb,1304|1549|355|644,4,negative|neutral|positive,4,4,same_text_different_entity_valid,class_7a492389b28b148c|class_7d46e04d46f4f761|class_a7e12fd6368ad393|class_f3e952771cfc48f3,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_fd5e9d9e6437d556,1057|1085|1437|359|444|464|959,5,neutral|positive,6,7,same_text_different_entity_valid,class_4ea4b6e184a08072|class_540f8bf61d9c65fa|class_598af5be2347c74a|class_7624f1e6f1e986ab|class_a5491419f2476ab5|class_da3ba01a6e04553c,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_e1b2b8eb459c4891,1273|1582|1661|1773|360|401,5,negative|neutral|positive,6,6,same_text_different_entity_valid,class_0529ef6e18d51ce3|class_1b37601fe2c9977f|class_1d4b0f5afa9a021c|class_7bd00fa0ed779939|class_d31e239d1fe5509f|class_d7b822addd7628b8,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_9b22b0efad0caee9,361|668|891|978,3,negative|neutral|positive,3,4,same_text_different_entity_valid,class_15c90f4bb955aedc|class_8b332fbf09c10824|class_8e4603b7ce7f8fd0,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_2a05fec3bf4f3dec,1372|362,1,neutral|positive,2,2,transitive_overmerge,class_28a56152c6b39acd|class_c91e304834a17663,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_4af7f9141f2b237d,1442|364|829|952,3,neutral|positive,4,4,same_text_different_entity_valid,class_3302c1bb6d42f87b|class_5a247942e87bf773|class_99e3f3f82421d421|class_ff7e739ecc727834,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_7acc8caee8760ca1,1346|365|609,3,neutral|positive,3,3,same_text_different_entity_valid,class_c4f2c3917b72cb68|class_f01b0637a3d985c9|class_ffee46daff48436e,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6fd43faa212219e8,1141|1480|1849|370|849,5,negative|neutral|positive,5,5,same_text_different_entity_valid,class_163440b64f59ac5c|class_1cb6d11881e5a0fa|class_22a33f0ae7d55b41|class_653ed0104155ce03|class_b4f5186faaf0d774,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_0e02a0711062b1c9,1059|1765|373|376,3,neutral|positive,4,4,same_text_different_entity_valid,class_15446865c86a91f7|class_4a647540a514a2a8|class_7948b050356924e7|class_8729428de46a1885,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_f3e94b098ceae4b3,1126|1487|1696|378|896,4,negative|neutral|positive,5,5,same_text_different_entity_valid,class_16cb65dc43f14a51|class_428ac0bce4286f47|class_4e8a673ea747c4aa|class_91555f5f1df8c782|class_d4a49de20f2b9b29,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b3e11272fab3b06f,1386|1387|380|481|863|930|970,4,neutral|positive,6,7,same_text_different_entity_valid,class_2077a6b5098089b3|class_220af7d11e5025bc|class_3289ae4b96ef1ab6|class_6945f8589d2758d6|class_780ac2a200b62b28|class_7d167057342775a5,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_1d5f7a078ff158d6,1118|1363|381,3,negative|neutral,3,3,same_text_different_entity_valid,class_41bb70ff10e26f80|class_b7abec7d116d3d52|class_f367118e423fbe74,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b2b90531c97db247,1175|1329|1598|1826|1836|396|783,5,neutral|positive,7,7,same_text_different_entity_valid,class_2a5a92854f95f117|class_542ce61380f503ab|class_aa8e2e97e5a3662a|class_bc8440d4c2fc668f|class_d383640e213f46e8|class_dd81bbcebf1a9820|class_ecdb6fa559d2f072,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_5ab35c5567216961,1204|1236|1845|397|484|938,5,neutral|positive,6,6,same_text_different_entity_valid,class_1394b9d613b3dfc1|class_4ac763eebf07f4cd|class_69c13b0a27fe8f77|class_ade80f6d92cab38d|class_cf6ba171fc416e63|class_d2f1abe0e6a1d03a,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_4a53fb5d2c8e9da2,1155|1277|403|426|433|471,5,neutral|positive,6,6,same_text_different_entity_valid,class_140d17cf714dfc77|class_289f2c3e3fb10927|class_29b55dc6e625fe7c|class_4c50e768ce707f25|class_d9c30e9d2ef38a1f|class_decf84eaf8354513,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_2ab8c7ed852264e9,407|736,2,negative|neutral,2,2,same_text_different_entity_valid,class_ed117087aa15cd84|class_f47286f8624264a1,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_dd76f53b66e8c942,409|493|826,2,neutral|positive,2,3,same_text_same_entity_true_conflict,class_457d36fe761b1df1|class_ab138253b40da6c8,true,human_review,v2 DB grouping uses usable non-empty values and target entity
grp_99a293ae6bfb1c22,1285|410|556,3,neutral|positive,3,3,same_text_different_entity_valid,class_00df331f6488559e|class_07c049fd2e8f7576|class_0e00cda20de377c1,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6872ef1206e2971c,1842|411|653|931,4,negative|neutral|positive,4,4,same_text_different_entity_valid,class_22d983bcc9b669da|class_4a487cd271ae755b|class_740db2b84a0a1d7d|class_95229f3c2f4299ab,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_349e883f357cc339,1200|1775|413|502|669,4,negative|neutral|positive,5,5,same_text_different_entity_valid,class_3a841353d1d29133|class_7de11f88feb437e0|class_c596cc1edeff2ed8|class_d825eea8647f4aad|class_dbd00f1d5ee24992,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_7be1764895708c9a,1347|1540|1717|420|687|690,5,neutral|positive,6,6,same_text_different_entity_valid,class_09c1d89027616533|class_87215c191d419254|class_9adff0d8f4a68627|class_a43056b006529eae|class_a432441e519812ef|class_b183e720265211ef,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d9555ec0a9c4d394,1078|1278|421|844,4,neutral|positive,4,4,same_text_different_entity_valid,class_2ac139b06f481861|class_2d78d0d6e6e9c233|class_398ec5f8312d10fb|class_e8814aa38dbd7b43,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_2c376f574a5cd344,1234|1452|423,3,negative|neutral|positive,3,3,same_text_different_entity_valid,class_04f82c866b26bd09|class_5e95925470bda431|class_a6cde02b4100ec10,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_055106e3744a82eb,1608|425|523,3,negative|positive,3,3,same_text_different_entity_valid,class_196ec37eaed2fe96|class_a147d6fb203f3e4d|class_f520c48e34132891,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_33320b6c81edd5e4,1013|1176|1470|430,4,neutral|positive,4,4,same_text_different_entity_valid,class_3a354a068741cc1d|class_7a9367e72dd738d6|class_c614208cf904c107|class_c983fce7f3b52c5c,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b0d4ab689fecc46c,439|604|618|659,3,neutral|positive,4,4,same_text_different_entity_valid,class_2ec43a730127752c|class_42015b9be36cc363|class_62a2258ec7b54219|class_b4382264ef0a3e06,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6da9d26798664158,1307|1581|441,3,negative|neutral,3,3,same_text_different_entity_valid,class_13b668ed33f332b2|class_29272e763c9dadf0|class_95349f151014acb9,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_2b8f6eafea9c56f7,1037|1645|445|998,3,neutral|positive,4,4,same_text_different_entity_valid,class_320aa3ee2381c5f0|class_64de2db7205d1e0b|class_d03c15edbacf4e6a|class_f26799ec7696570e,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_588569d6c3430810,1058|449|650|778|892,3,neutral|positive,5,5,same_text_different_entity_valid,class_5ba1818e65d89219|class_6af69d7dc18935aa|class_79f9d85a8fce047f|class_d347a01def751ef9|class_d6bbdaa6e5422b75,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_ae665b98c125a7de,1005|1253|1890|452|574|661,4,neutral|positive,6,6,same_text_different_entity_valid,class_05a58449dca81a2a|class_19ad8772ca79559a|class_440ab57b291c4d9f|class_6143d0e295a51fbb|class_a4aaf0e95f98bb18|class_ae69813b73a38041,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_89f5b6a4d7bbc9d6,1198|1345|1502|454|567,4,negative|neutral,4,5,same_text_different_entity_valid,class_24d563b64fc8691a|class_85fba12a93a98a3e|class_8a09014e0d4c22fa|class_b371656ed878853f,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_bda341ddaa3f5899,1606|474|558|954,4,negative|neutral|positive,4,4,same_text_different_entity_valid,class_0c852284e5fbc38b|class_1f68898a2f23dc30|class_97acedec16662011|class_d2e366765e7fac1f,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_252cd45f54b111a2,1538|475|801|884,3,negative|neutral|positive,3,4,same_text_same_entity_true_conflict,class_91c7ad99c19d2234|class_b712c61f751b781a|class_c2f50c973118effd,true,human_review,v2 DB grouping uses usable non-empty values and target entity
grp_f019dd15f811fe03,1633|476|915,3,negative|neutral,3,3,same_text_different_entity_valid,class_20e8dbc4e2cc4d6c|class_52d9b84da3a64d7b|class_9dce8032fbfe87d0,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_e7d77d992e1ecd37,1047|1140|1290|1330|477|537|563|910,7,negative|neutral|positive,8,8,same_text_different_entity_valid,class_176a75d34ab695e7|class_394c952828b7c211|class_45655269e6c8f830|class_4bbb88cd2fa26734|class_4f5ce02c7952d219|class_55e825ba8f190994|class_6a8b7ffe6ee639fd|class_8bc3f0b6f89ba1ee,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_526ab006017d85d7,1490|1564|480,3,neutral|positive,3,3,same_text_different_entity_valid,class_0af17ec82de052e4|class_690672ab3a93c847|class_7f3384b0781f0669,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_25054f2ad4368d8d,495|713|899|967,3,negative|neutral,4,4,same_text_different_entity_valid,class_61e8be97d30d6bbe|class_8d551c855d45b3dc|class_a2593062c6ad328e|class_c0c23b68e2f2e5e2,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_57aef8d4ad77986a,1080|1506|1593|500|549,5,neutral|positive,5,5,same_text_different_entity_valid,class_0337b2de2d7d066a|class_3651b1233c4ef3da|class_4563370a9ed4644f|class_b4baaf7c6657ba7a|class_e0b3a88afd0d8eb2,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_40659d5bafaf7056,1006|1803|1865|505|579,4,negative|neutral,5,5,same_text_different_entity_valid,class_512581559fcb2d1d|class_5b7baa5976edd73c|class_70ee2b5f7f2c58f3|class_821811c9521cc77f|class_c14e8d68887ec5c9,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_c176afe6721c58b7,1298|1423|1438|509,4,neutral|positive,4,4,same_text_different_entity_valid,class_2931dd06a3fbec28|class_a39e63c7ffee50ab|class_b8452794abf6c3ef|class_b9bbddc9ab9aba3a,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_5f83e75cda0cc65f,1045|1091|512|708|897,4,neutral|positive,4,5,same_text_same_entity_true_conflict,class_3565f9c137e82fe0|class_3f85b067781f63bb|class_518ba4721cd3494b|class_b97cfd2ecdce175b,true,human_review,v2 DB grouping uses usable non-empty values and target entity
grp_aa0a6b2971f26b9b,1111|1257|1313|1385|518|651|961,4,negative|neutral|positive,7,7,same_text_different_entity_valid,class_1cc111c424af6b73|class_1ed9390472480bec|class_7517eba8326c4911|class_75f62bb367d8c4c3|class_b42725ceea75cbf6|class_c50dd07fd9f5dc35|class_ede68619253591e3,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b69b982aa1f3b67c,1072|1460|519,3,negative|neutral|positive,3,3,same_text_different_entity_valid,class_2db6c31f94f743d4|class_7d41e5821c54d627|class_c9ecb9be6a1a58aa,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_4075200ffe1110bc,1811|521,2,neutral|positive,2,2,same_text_different_entity_valid,class_9c179b4f7a7c7081|class_b0496f545a6becb3,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_7c770c1a0b305066,1819|1871|531|643,4,negative|neutral|positive,4,4,same_text_different_entity_valid,class_6637d98f17c01893|class_adb09bb94d5e101a|class_d25e73f60cc04630|class_eb4d02c5d8512838,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_c383bb221be25f41,1648|1746|533,3,neutral|positive,3,3,same_text_different_entity_valid,class_0f5d82d351da364f|class_470a2bb818850cd7|class_5d9b8efd8876d719,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_4fd0fb2c6d2c44b3,1063|542|751,3,negative|neutral,3,3,same_text_different_entity_valid,class_489f1f56dd5ab34c|class_68a9e956aa23882a|class_95c0238af9f49d0b,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
