article_id_left,article_id_right,title_similarity,text_similarity,token_overlap,combined_score,threshold,decision,evidence
1134,944,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1528,944,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1691,184,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1010,1691,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
125,1691,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1691,223,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1134,1691,1.0,1.0,1.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1528,1691,1.0,1.0,1.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1010,184,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
125,184,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
184,223,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1134,184,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1528,184,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1010,125,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1010,223,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1010,1134,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1010,1528,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
125,223,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1134,125,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
125,1528,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1134,223,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1528,223,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1134,1528,1.0,1.0,1.0,1.0,0.92,merge,exact_hash_block_near_duplicate
879,99,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1158,879,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1040,879,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
340,879,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1158,99,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1040,99,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
340,99,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1040,1158,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1158,340,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1040,340,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1032,1762,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
130,1762,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1762,735,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1762,406,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1032,130,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1032,735,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1032,406,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
130,735,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
130,406,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
406,735,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1417,20,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1843,20,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1417,1843,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1783,932,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
287,932,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1659,932,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1783,287,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1659,1783,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1659,287,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
665,909,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
576,909,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
576,665,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1166,395,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1166,628,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
107,1166,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1166,1745,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
103,1166,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1166,226,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
395,628,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
107,395,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1745,395,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
103,395,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
226,395,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
107,628,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1745,628,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
103,628,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
226,628,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
107,1745,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
103,107,1.0,1.0,1.0,1.0,0.92,merge,exact_hash_block_near_duplicate
107,226,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
103,1745,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1745,226,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
103,226,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1280,856,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1201,856,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
842,856,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1401,856,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1201,1280,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1280,842,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1280,1401,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1201,842,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1201,1401,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1401,842,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
458,639,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
298,458,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1348,458,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
298,639,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1348,639,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1348,298,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1052,446,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1090,446,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
446,617,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1052,1090,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1052,617,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1090,617,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1786,1835,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1651,1786,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1786,701,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1632,1786,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1651,1835,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1835,701,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1632,1835,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1651,701,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1632,1651,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1632,701,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1638,1722,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
106,293,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
106,794,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
106,925,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
293,794,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
293,925,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
794,925,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1336,1846,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1151,123,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1173,1415,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1415,982,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1173,982,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
198,590,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
198,71,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1542,198,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
590,71,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1542,590,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1542,71,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1059,376,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1765,376,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
373,376,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1059,1765,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1059,373,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1765,373,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1779,770,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1779,703,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1779,570,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1779,635,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1357,1779,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1230,1779,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
703,770,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
570,770,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
635,770,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1357,770,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1230,770,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
570,703,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
635,703,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1357,703,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1230,703,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
570,635,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1357,570,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1230,570,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1357,635,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1230,635,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1230,1357,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
911,977,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1394,768,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
581,768,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
681,768,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1394,581,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1394,681,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
581,681,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1273,1773,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1273,360,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1273,401,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1273,1661,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1273,1582,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1773,360,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1773,401,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1661,1773,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1582,1773,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
360,401,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1661,360,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1582,360,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1661,401,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1582,401,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1582,1661,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
377,693,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
148,693,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
148,377,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1445,167,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1605,167,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
167,1693,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
167,315,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1558,167,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
167,714,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
167,43,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1445,1605,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1445,1693,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1445,315,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1445,1558,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1445,714,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1445,43,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1605,1693,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1605,315,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1558,1605,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1605,714,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1605,43,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1693,315,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1558,1693,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1693,714,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1693,43,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1558,315,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
315,714,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
315,43,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1558,714,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1558,43,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
43,714,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1844,429,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
429,86,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1844,86,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1108,737,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1108,238,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
238,737,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
104,469,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
104,877,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
104,503,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
104,1435,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
104,1228,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
469,877,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
469,503,1.0,1.0,1.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1435,469,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1228,469,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
503,877,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1435,877,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1228,877,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1435,503,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1228,503,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1228,1435,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
390,482,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
139,555,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1181,139,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1181,555,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
600,902,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
902,997,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
902,904,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
686,902,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
600,997,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
600,904,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
600,686,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
904,997,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
686,997,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
686,904,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
219,721,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
321,721,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
219,321,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1889,442,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1342,442,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
442,637,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
442,470,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
243,442,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1875,442,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1342,1889,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1889,637,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1889,470,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1889,243,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1875,1889,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1342,637,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1342,470,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1342,243,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1342,1875,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
470,637,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
243,637,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1875,637,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
243,470,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1875,470,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1875,243,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1356,747,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1356,14,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1356,1531,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1356,1653,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
14,747,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1531,747,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1653,747,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
14,1531,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
14,1653,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1531,1653,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1183,999,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1304,355,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1304,644,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1304,1549,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
355,644,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1549,355,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1549,644,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
409,826,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
409,493,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
493,826,1.0,1.0,1.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1046,1398,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1046,580,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1046,1635,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1398,580,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1398,1635,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1635,580,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1100,933,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
921,933,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1100,921,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
325,606,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1189,606,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
606,700,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
606,859,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1035,606,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1189,325,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
325,700,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
325,859,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1035,325,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1189,700,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1189,859,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1035,1189,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
700,859,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1035,700,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1035,859,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1047,1140,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1140,1290,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1140,537,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1140,910,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1140,477,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1140,1330,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1140,563,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1047,1290,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1047,537,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1047,910,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1047,477,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1047,1330,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1047,563,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1290,537,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1290,910,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1290,477,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
