ticker,variant_id,candidate_id,comparison_role,entry_rule,entry_anchor_rule,quality_gate_id,exit_rule_id,exit_rule_summary,max_hold_period,stop_loss_pct,take_profit_pct,ema20_fail_exit,min_trades_threshold,profit_buffer_pct,applied_threshold,candidate_signal_count,candidate_total_trades,candidate_eligible_for_analysis,win_rate,buffered_win_rate,average_return,max_drawdown,score_quality_reward,score_trade_support_reward,score_drawdown_penalty,score_low_trade_penalty,score,exit_reason_counts,category,market_cap_group,sector,beta_group
INDF,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,8,3,False,100.0,100.0,2.1553,0.0,30.3882,10.5,0.0,22.0,18.8882,max_hold:3,consumer,,konsumsi,
INDF,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,5,2,False,100.0,100.0,2.5015,0.0,31.2538,7.0,0.0,26.0,12.2537,max_hold:2,consumer,,konsumsi,
INDF,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,5,2,False,100.0,100.0,4.2091,0.0,35.5228,7.0,0.0,26.0,16.5228,max_hold:2,consumer,,konsumsi,
INDF,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,5,2,False,100.0,100.0,4.2091,0.0,35.5228,7.0,0.0,26.0,16.5228,max_hold:2,consumer,,konsumsi,
INDF,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,5,2,False,100.0,100.0,4.2091,0.0,35.5228,7.0,0.0,26.0,16.5228,max_hold:2,consumer,,konsumsi,
INDF,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,5,2,False,100.0,100.0,3.6209,0.0,34.0523,7.0,0.0,26.0,15.0523,max_hold:2,consumer,,konsumsi,
TLKM,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,telco,,telekomunikasi,
TLKM,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,7,3,False,33.33,33.3333,-2.3261,8.2317,2.5181,10.5,3.7043,22.0,-12.6862,max_hold:3,telco,,telekomunikasi,
TLKM,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,4,3,False,33.33,33.3333,-2.3261,8.2317,2.5181,10.5,3.7043,22.0,-12.6862,max_hold:3,telco,,telekomunikasi,
TLKM,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,4,3,False,0.0,0.0,-3.3478,8.2201,-8.3695,10.5,3.699,22.0,-23.5685,max_hold:3,telco,,telekomunikasi,
TLKM,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,4,2,False,0.0,0.0,-3.0,3.0,-7.5,7.0,1.35,26.0,-27.85,stop_loss:2,telco,,telekomunikasi,
TLKM,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,4,2,False,0.0,0.0,-3.1636,2.1605,-7.909,7.0,0.9722,26.0,-27.8812,ema20_fail:2,telco,,telekomunikasi,
TLKM,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,4,2,False,0.0,0.0,-3.4722,2.7778,-8.6805,7.0,1.25,26.0,-28.9305,max_hold:2,telco,,telekomunikasi,
UNVR,baseline_reference,baseline_v2_hold3_with_trend_guard,reference,close_gt_ema50_and_bullish_candle,close_gt_ema50_and_bullish_candle,none,fixed_hold_3,Reference baseline fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-34.0,,consumer,,konsumsi,
UNVR,baseline_v3_ema20_trend_guard,baseline_v3_ema20_trend_guard,v3_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,none,fixed_hold_3,Fast anchor control fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,3,2,False,50.0,50.0,-6.5682,16.2338,-3.9205,7.0,7.3052,26.0,-30.2257,max_hold:2,consumer,,konsumsi,
UNVR,baseline_v4_quality_gate_guard,baseline_v4_quality_gate_guard,v4_anchor_control,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_3,Baseline v4 iterasi pertama fixed hold 3.,3,0.0,0.0,False,5,0.0,1.5,2,2,False,0.0,0.0,-9.3827,16.2338,-23.4567,7.0,7.3052,26.0,-49.762,max_hold:2,consumer,,konsumsi,
UNVR,baseline_v5_hold4_extension,baseline_v5_hold4_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_4,Perpanjang hold dari 3 menjadi 4 bar tanpa exit tambahan.,4,0.0,0.0,False,5,0.0,1.5,2,1,False,100.0,100.0,0.4219,0.0,26.0547,3.5,0.0,30.0,-0.4453,max_hold:1,consumer,,konsumsi,
UNVR,baseline_v5_hold5_stop3_take6,baseline_v5_hold5_stop3_take6,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_stop3_take6,Max hold 5 bar dengan stop loss 3 persen dan take profit 6 persen.,5,3.0,6.0,False,5,0.0,1.5,2,1,False,0.0,0.0,-3.0,0.0,-7.5,3.5,0.0,30.0,-34.0,stop_loss:1,consumer,,konsumsi,
UNVR,baseline_v5_hold5_extension,baseline_v5_hold5_extension,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,fixed_hold_5,Perpanjang hold menjadi 5 bar untuk menangkap follow-through lebih lama.,5,0.0,0.0,False,5,0.0,1.5,2,1,False,0.0,0.0,-5.0633,0.0,-12.6582,3.5,0.0,30.0,-39.1582,max_hold:1,consumer,,konsumsi,
UNVR,baseline_v5_hold5_ema20_fail_exit,baseline_v5_hold5_ema20_fail_exit,v5_candidate,close_gt_ema20_and_bullish_candle,close_gt_ema20_and_bullish_candle,body_strength_floor,hold5_with_ema20_fail_exit,Max hold 5 bar tetapi keluar lebih cepat saat close jatuh di bawah EMA20.,5,0.0,0.0,True,5,0.0,1.5,2,1,False,0.0,0.0,-5.0633,0.0,-12.6582,3.5,0.0,30.0,-39.1582,ema20_fail:1,consumer,,konsumsi,
